channel_id,life_time,error
79,13047.65764729459,428.49975903407864
80,12292.671106212425,454.8747009540375
81,12147.07835270541,513.6672560956658
82,13389.514983967936,521.2787473418691
83,30468.880036072143,934.7220662084737
84,19967.959609218433,703.1959217536792
85,16613.322238476954,620.1224641222663
86,7584.094048096193,295.7383609676908
87,10252.663763527054,328.34508713931297
88,14519.649927855713,563.59856938652
89,15480.917350701402,506.6467536575201
90,5388.9603927855715,178.0522993247666
91,8118.676254509018,313.68507210987076
92,12742.396947895792,482.06159044227866
93,7012.2246172344685,258.7880566677018
94,16801.285751503005,521.0034545475517
95,11149.544480961924,386.9410867960164
96,12385.57579759519,467.58868916329817
97,4609.214571142284,189.0283611020983
98,6746.734362725451,286.74627863723924
99,13169.897120240481,419.7219944369584
100,9983.083018036074,366.9541690036586
101,12521.07116032064,432.7138293134822
102,22790.360633266533,741.3893712429096
103,26123.6966492986,788.9238791441547
104,16132.663380761522,576.7873031959239
105,14368.161088176354,459.8246942594651
106,9655.01913226453,390.2802789389889
107,16398.626761523046,556.9622134109018
108,6980.032476953908,285.3847853442725
109,15673.096891783565,609.6642736950527
110,28046.057304609218,905.1848367019554
111,15162.387264529058,498.26149277682987
112,20799.311907815634,875.3969076901872
113,7288.906376753507,257.4894543264731
114,12694.186723446895,424.7078906747182
115,8212.237843687375,372.813125076064
116,9558.002995991985,372.2889805495748
117,12151.60821242485,410.75582223860164
118,16723.3956753507,545.2081090418155
119,9735.613018036072,445.54449628813825
120,19610.20954308617,598.5716896866221
121,12076.649729458917,480.68258343757554
122,16896.239953907814,586.5567215296088
123,8594.036130260522,291.83725390215585
124,16555.241358717434,643.0661412588247
125,15568.517154308618,526.5961406891369
126,23188.223965931862,700.5512195943637
127,20714.602769539077,702.0877244395846
128,14979.099821643287,490.3814057955373
129,13081.914751503004,538.6076742131568
130,14865.343416833668,508.4907890807859
131,11115.856298597195,442.76581340393466
132,16667.59850300601,618.8042256398634
133,6077.712699398798,218.71510089447668
134,18795.315591182367,590.8347499817327
135,12472.261056112226,405.61072896063894
136,13048.794044088176,415.92202298562796
137,17529.797553106207,593.9238866526889
138,18641.62754108216,590.5531371510747
139,18329.689855711425,582.7405776087483
140,8565.357088176353,377.2518633823095
141,18348.043713426854,581.8698638649832
142,10660.848719438878,366.9223529885747
143,9258.321671342686,300.2832946712616
144,10642.901296593185,342.9811559349723
145,17375.954663326655,533.3776609914935
146,12113.887268537073,395.01696200414386
147,11944.41367735471,427.4494153374774
148,9893.735066132263,381.920958022061
149,20071.034068136272,698.1088830466698
150,8019.212244488978,298.77651073860494
151,17250.289875751503,553.9790348403637
152,19141.98121242485,606.3598557669175
153,6842.723967935871,223.8688075920098
154,24968.515462925847,818.411950158656
155,20318.989827655307,635.6551960694158
156,25138.38539078156,826.7889377612324
157,14578.44092184369,507.2565511963852
158,24807.789845691383,769.0366025936466
159,16933.96039679359,538.8415295774255
160,21614.50907214429,654.2569362600077
161,13507.926324649297,495.39822543572853
162,13058.526214428859,435.3164577640575
163,9660.45128256513,356.25206707352163
164,18564.034819639277,553.2706272703565
165,19561.93613426854,679.5016878419569
166,11587.864406813627,379.8781753015834
167,16919.26133066132,489.29107050964154
168,12981.53881763527,444.82921101299075
169,14215.41256513026,526.7052774437568
170,10372.505380761522,405.23709810612837
171,22403.421673346693,768.3533280278766
172,16883.319571142285,580.4024622521137
173,23579.3866753507,746.5238334485556
174,15832.53055511022,515.0235795501703
175,6500.237082164329,211.57785237688617
176,12296.98098997996,394.6698609738352
177,10581.693022044088,393.44953857946456
178,16709.700973947896,545.8684986933895
179,24718.3665751503,800.2676146132247
180,11528.952775551103,401.8942176807791
181,11003.907735470942,384.59017953022857
182,16354.184088176353,557.7329611824945
183,15293.770280561122,527.7983311373634
184,12976.032973947895,443.778168078448
185,25959.606396793588,749.6077899295901
186,24721.313028056113,849.5007184695712
187,13961.413160320642,477.29108341104137
188,7905.521336673348,282.1919755969706
189,9199.381446893787,351.21219283235155
190,23763.73201002004,764.6771295720569
191,16975.01873547094,625.1313979545151
192,8116.956124248498,305.30085776516785
193,21227.040130260517,695.5810138201406
194,32041.9707755511,884.3379087943674
195,14468.364909819638,517.4034999119054
196,12616.172146292587,517.0345836044787
197,15061.502144288577,556.693192584091
198,15176.6633747495,493.62641419225264
199,23924.013368737476,809.6659638924691
200,13558.884691382764,414.5035453952433
201,9258.154773547096,373.8380939582753
202,15559.808929859719,474.39713886754305
203,9906.910290581161,312.15183981820155
204,8964.145807615228,386.4849483693686
205,13655.868987975951,574.5044387292572
206,18981.325330661322,711.5267680413122
207,14165.11923246493,487.29766596996785
208,28664.132711422848,947.8518641608621
209,12646.765947895792,466.39987165206026
210,18410.198599198397,590.5558816382393
211,14825.467987975953,478.2437687213456
212,12400.298675350701,443.8182663679361
213,18711.30648496994,696.5166341304044
214,9382.657685370741,342.4990428452526
215,14160.149947895792,440.25112229053
216,15325.695396793588,458.63304101303004
217,19194.942905811626,584.8722331220579
218,12370.49860521042,421.19378425403505
219,11717.787006012024,387.3564833127497
220,9245.118791583167,328.9462197221287
221,8701.18368737475,298.06422059373267
222,21703.362008016033,693.5822315062459
223,13936.347086172345,496.79351039360694
224,12810.727054108216,469.56453842588576
225,18726.768430861724,629.0161287741893
226,17973.744613226456,730.4988606981458
227,16100.778296593186,581.2032483487862
228,16820.910713426856,628.2386248848311
229,17861.94495991984,647.3057832264293
230,12677.312529058116,489.063828141443
231,20653.155931863726,721.717798012464
232,25997.126527054108,790.1218010029717
233,13806.778759519038,442.44032819111993
234,18553.58233667335,646.8899228095955
235,12035.792513026052,507.16664092272714
236,9973.524669338676,341.8124461336355
237,15029.381643286571,579.779830732109
238,11620.433240480961,367.2838390954171
239,16672.630975951903,545.74154192889
240,20129.804162324646,639.386617305892
241,14680.314156312626,549.6845863348759
242,23702.80619438878,732.1624450770776
243,4995.3348997996,177.74512553016115
244,19491.895334669338,609.5672815845185
245,11810.241609218438,394.98516027167136
246,8721.779975951904,336.4361866611631
247,12558.650016032063,433.2652042613675
248,12487.08285771543,484.0466246700621
249,18041.60208416834,602.3366217166521
250,13046.25403206413,412.87949019918085
251,7947.879298597195,291.97515585217667
252,17536.344116232467,600.8428244659107
253,11193.961567134267,415.10270647362705
254,12879.467565130259,404.9909062840109
255,15158.654563126252,535.8115194559033
256,10041.074452905814,361.69651881030074
257,21073.372931863723,655.4860197190706
258,20601.38121242485,611.2127731934648
259,14128.052188376752,466.5730126601366
260,19002.00015230461,587.4919476890834
261,22832.497991983968,720.65852452587
262,7840.860018036073,263.23073081447023
263,7704.159042084168,279.15388131242975
264,18481.104967935873,637.7255805799309
265,5325.555803607214,176.5567095648031
266,14378.875863727455,487.2639396214751
267,16310.58713026052,539.9494197466586
268,24278.362581162324,749.3651460536632
269,17445.839639278558,566.7510397939194
270,14309.750633266533,485.58701523125086
271,12053.757599198396,467.2118725698047
272,18309.2855751503,553.2576536493224
273,18127.35151503006,581.9582654859179
274,12300.011432865731,417.5881894777438
275,6150.558316633265,256.9034038733094
276,27198.792971943887,853.2517984241008
277,18767.534184368735,621.2571504213247
278,6297.715663326654,245.7873745354232
279,17189.64246092184,570.0637726775396
280,14425.069613226453,520.3508243699313
281,11191.20316232465,366.11377770137165
282,13135.80965531062,483.0179042197822
283,15963.300320641281,554.2164538310784
284,10386.916569138277,344.97725358560103
285,16725.28431262525,559.2137369971051
286,10220.793965931865,415.75183745219687
287,8697.124903807615,339.23517541882137
288,10083.340861723447,426.83779194404457
289,17592.38724448898,571.1716749244029
290,12884.160034068134,423.5125983011948
291,12601.968198396791,458.17821019751415
292,14157.511096192384,456.76517381261806
293,14179.976691382768,474.905024640641
294,11504.186046092183,460.55537808949845
295,8274.356571142283,301.40474003367063
296,12226.139176352708,519.7254071651284
297,12932.37456513026,462.61672215395413
298,11894.658010020039,474.5733349621888
299,21843.19943687375,677.4725667715442
300,13508.199368737476,424.53631494536717
301,8634.87860521042,300.40424090139874
302,19774.121933867737,733.5448662245793
303,20220.404370741482,651.2069356307675
304,17445.07811823647,684.9129698188099
305,16131.360873747495,488.4228319013721
306,9623.07467735471,364.90085493178896
307,17934.16295190381,637.4480563089443
308,14393.362773547095,477.27487374766025
309,20737.23235470942,665.874671066828
310,31615.221340681364,965.5714551075342
311,26558.044811623247,828.1156939134999
312,12945.62814228457,415.55814774901415
313,19369.1325250501,567.4791751342093
314,14039.598791583167,480.1483682089013
315,19363.22632665331,680.9328944466871
316,21606.495891783565,730.959212168842
317,16640.546555110217,532.4428335405062
318,12433.899154308618,471.49122729506166
319,22068.491583166335,755.011604376891
320,15876.348603206412,547.2669079289021
321,18354.936867735472,578.3460420677358
322,18976.77104008016,588.8113804645535
323,15837.537232464929,501.46039858955737
324,20577.079184368733,653.7764930058538
325,13035.646082164329,380.82322619877505
326,7399.202162324651,242.5744944000685
327,10383.830689378756,359.94785434784126
328,5877.578977955912,196.02294520271542
329,13593.486246492987,458.9798237797064
330,18449.832400801606,693.8990476115315
331,20643.063254509016,675.7677023072481
332,17722.27743286573,604.1615032692041
333,18333.16306212425,670.6765876309996
334,25899.204,808.2141514782136
335,18487.029016032066,596.3141351253267
336,13475.864807615231,459.90127850506747
337,19055.156817635267,617.3563952867373
338,24984.337126252503,828.0479000280752
339,12531.319633266532,428.18482948439686
340,8714.200386773548,321.52197060069665
341,17350.861390781563,619.1285678371354
342,11730.835853707415,415.74267563947393
343,19437.269356713427,619.8010849644145
344,12253.759208416835,433.70207469553714
345,13951.213348697394,492.84151372510314
346,16784.665210420844,580.2338615804747
347,18840.63448697395,583.8064043665148
348,18830.4952004008,562.0300675425085
349,14579.022324649299,528.5166745031495
350,19420.079541082163,600.354722463622
351,14244.009547094189,520.4936324263781
352,11794.45710220441,366.19883769244194
353,10306.551951903808,408.02150003755054
354,17999.09780561122,663.9527203528111
355,20987.59045691383,737.3945001343224
356,15661.421845691382,574.5784052476594
357,14230.006220440882,500.49376684823903
358,23488.04948496994,775.9840345966675
359,18054.661731462926,668.0942253820191
360,6267.847362725451,227.5926112346901
361,16481.608200400802,592.2388076541721
362,10181.844358717437,420.02308924155375
363,18483.327226452908,599.6586118954859
364,16427.467511022045,558.6092185341262
365,23990.819174348697,761.8548860785229
366,8220.460410821643,290.18111375190534
367,10833.565058116232,446.5497147453998
368,18391.60273346693,666.8015376646506
369,15380.277903807615,546.130852251392
370,11489.92236272545,432.98967155097307
371,22574.493861723444,687.9836131678125
372,15729.720326653307,490.61200827014505
373,17698.42693186373,616.6749966853764
374,17288.928316633268,553.2547415162438
375,9384.511571142284,343.12392439043555
376,12196.81971743487,409.64210366859675
377,13257.18932264529,458.9671907756584
378,14724.484925851704,552.3832451361003
379,16217.383068136274,528.8307268961801
380,27063.22545490982,795.9342207232006
381,21004.67894789579,674.6410433894779
382,28232.144368737478,832.2089956732829
383,9140.803314629258,406.1620640343934
384,21909.211715430865,675.0901390068216
385,18022.880130260517,589.1788843075749
386,7111.12190781563,272.1852873076952
387,13607.024138276553,487.7504089092339
388,10540.104679358716,368.87571431717333
389,20817.804354709417,667.6072154399673
390,8141.315853707415,280.77572674003187
391,14704.174048096194,431.43412591299693
392,16659.808503006014,603.1590319232654
393,17580.90280761523,548.5779223284499
394,8120.128573146292,320.8084128246376
395,13354.576456913828,451.2702269366333
396,18873.503228456917,563.9164239436923
397,27613.510867735473,855.741875968975
398,8535.576951903808,355.6621284903181
399,8902.938629258517,335.1047983404376
400,10900.024280561123,383.2974628858788
401,19748.51529058116,656.548569337144
402,10704.432126252503,372.8434912034756
403,7420.237306613227,258.10969223484904
404,9299.161044088176,309.32087691364785
405,12068.4244749499,391.26438793988206
406,7265.566773547095,292.69632057991686
407,12832.982492985971,450.64769298500636
408,17343.460943887774,603.5530102448319
409,17404.80989779559,594.5973063167075
410,9451.804412825653,352.8716193776894
411,11621.732194388778,426.7899373626944
412,7676.976238476954,297.0284263759386
413,7767.311901803607,280.88219899815795
414,14282.870012024048,500.7497437169938
415,8859.524673346694,329.7342874501769
416,13554.656715430861,514.1767139213111
417,15842.891086172343,508.639918673904
418,30267.586831663328,994.6823587649561
419,21512.445436873746,794.2381301738843
420,13476.521030060121,501.0051941087829
421,21294.3033006012,710.6953740497144
422,23827.911420841683,818.4315521159165
423,16690.452324649297,618.654691201202
424,20007.593837675347,671.1305949602302
425,27825.727857715432,920.5787020414584
426,17411.776591182366,543.5291308683355
427,13374.853823647294,447.7691014860249
428,15947.879721442885,539.134436757154
429,15947.149452905815,549.2866572661025
430,9669.115102204409,356.89169278985327
431,16521.148046092185,583.592429255254
432,18446.129376753506,550.1145398540945
433,9373.344623246494,310.7670368803958
434,21158.437054108217,591.666302705008
435,8225.702004008017,340.69242709506767
436,20880.15161122244,750.7288360267981
437,26721.07877955912,805.5720815036062
438,8313.82617034068,261.7768192441644
439,7849.974863727456,272.10088292256654
440,19725.359509018035,687.0389525856127
441,9450.747226452906,383.7540405627454
442,12257.470398797595,444.28355023261946
443,18138.92772945892,568.3916595927923
444,19050.200783567132,654.7478877568428
445,27068.426256513027,832.5110047928483
446,14987.2883747495,537.8278574265514
447,24259.716641282568,731.3267170140681
448,15556.68138476954,554.6993803517977
449,25389.515673346694,801.692831666795
450,20527.91898196393,686.197746822223
451,14418.001310621243,483.37302781704796
452,22806.919595190382,676.1478776747192
453,26767.826458917832,751.8127084357099
454,17736.384380761523,594.8896535299631
455,22038.93841282565,646.2290356602871
456,17389.199462925848,649.4313231126226
457,26350.292088176353,839.6568111701929
458,12633.45629258517,491.146475821038
459,10753.53223246493,367.6660745200176
460,12804.860302605211,479.1236767916387
461,15955.747046092185,556.0257418727737
462,11313.619593186373,411.5933508089844
463,15283.803831663326,473.3601169076096
464,17849.760182364727,596.09020741062
465,14429.34848697395,524.5963051790791
466,18357.04938677355,656.7554290943124
467,23588.0761002004,791.1878315694645
468,14490.229683366733,514.01514544688
469,16123.753539078158,573.3450297339926
470,11205.865541082165,394.5884581152624
471,20032.7376252505,652.8143889139537
472,19816.424494989977,607.9328236288025
473,13814.757322645291,436.5555898893206
474,20536.17375951904,721.8742503196052
475,21371.244470941885,685.95940302168
476,15885.344935871744,489.82389907065397
477,17971.56002004008,586.3320354512166
478,15728.695567134268,531.1497679701016
479,10614.642751503008,364.20520708912505
480,15985.796130260522,561.6965680432141
481,17599.359775551104,607.076028154833
482,18240.08840480962,664.5737069213878
483,13614.811072144288,458.82790534339273
484,7473.0014949899805,277.5187092587909
485,14937.02829458918,514.7733553586916
486,13123.486991983968,452.6908452528653
487,24942.798731462928,823.4458847527728
488,6053.697366733467,209.87433828740916
489,13388.563486973948,496.80796754461005
490,16668.988488977953,610.657467538596
491,15409.833653306612,512.1132010690493
492,10755.605599198398,415.454754162149
493,14576.865098196391,530.1548126662053
494,10802.634470941883,361.1983647728839
495,11684.759963927854,438.9801226905421
496,14408.489266533068,489.53473546704424
497,19282.538765531062,668.8957667857759
498,20172.396771543088,722.4053682964268
499,28338.073368737474,910.0416610976936
500,16870.05600801603,512.8524702786244
501,12755.382078156312,409.5620784690507
502,12986.452849699397,435.49330525046895
503,15832.291044088175,672.2167935823627
504,10122.375160320642,379.2436049946654
505,13282.98375751503,511.6415406894753
506,18780.599016032065,635.1415526589092
507,14711.062222444889,518.2332121659457
