id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
64,32,65,0,33,62438322,0,0,100,140
65,32,64,33,0,62438322,0,0,100,140
66,33,67,0,34,54649119,0,0,100,140
67,33,66,34,0,54649119,0,0,100,140
68,34,69,0,35,60627981,0,0,100,140
69,34,68,35,0,60627981,0,0,100,140
70,35,71,0,36,63636168,0,0,100,140
71,35,70,36,0,63636168,0,0,100,140
72,36,73,0,37,62872264,0,0,100,140
73,36,72,37,0,62872264,0,0,100,140
74,37,75,0,38,62765679,0,0,100,140
75,37,74,38,0,62765679,0,0,100,140
76,38,77,0,39,59996957,0,0,100,140
77,38,76,39,0,59996957,0,0,100,140
78,39,79,0,40,64854004,0,0,100,140
79,39,78,40,0,64854004,0,0,100,140
80,40,81,0,41,67881740,0,0,100,140
81,40,80,41,0,67881740,0,0,100,140
82,41,83,0,42,68820848,0,0,100,140
83,41,82,42,0,68820848,0,0,100,140
84,42,85,0,43,55703730,0,0,100,140
85,42,84,43,0,55703730,0,0,100,140
86,43,87,0,44,57904950,0,0,100,140
87,43,86,44,0,57904950,0,0,100,140
88,44,89,0,45,71054126,0,0,100,140
89,44,88,45,0,71054126,0,0,100,140
90,45,91,0,46,58823817,0,0,100,140
91,45,90,46,0,58823817,0,0,100,140
92,46,93,0,47,64295572,0,0,100,140
93,46,92,47,0,64295572,0,0,100,140
94,47,95,0,48,53706374,0,0,100,140
95,47,94,48,0,53706374,0,0,100,140
96,48,97,0,49,59911283,0,0,100,140
97,48,96,49,0,59911283,0,0,100,140
98,49,99,0,50,61742667,0,0,100,140
99,49,98,50,0,61742667,0,0,100,140
100,50,101,0,51,54416372,0,0,100,140
101,50,100,51,0,54416372,0,0,100,140
102,51,103,0,52,47852646,0,0,100,140
103,51,102,52,0,47852646,0,0,100,140
104,52,105,0,53,69432011,0,0,100,140
105,52,104,53,0,69432011,0,0,100,140
106,53,107,0,54,59220562,0,0,100,140
107,53,106,54,0,59220562,0,0,100,140
108,54,109,0,55,52139749,0,0,100,140
109,54,108,55,0,52139749,0,0,100,140
110,55,111,0,56,57713311,0,0,100,140
111,55,110,56,0,57713311,0,0,100,140
112,56,113,0,57,52740470,0,0,100,140
113,56,112,57,0,52740470,0,0,100,140
114,57,115,0,58,55253939,0,0,100,140
115,57,114,58,0,55253939,0,0,100,140
116,58,117,0,59,54370778,0,0,100,140
117,58,116,59,0,54370778,0,0,100,140
118,59,119,0,60,65988903,0,0,100,140
119,59,118,60,0,65988903,0,0,100,140
120,60,121,0,61,68184974,0,0,100,140
121,60,120,61,0,68184974,0,0,100,140
122,61,123,0,62,59339836,0,0,100,140
123,61,122,62,0,59339836,0,0,100,140
124,62,125,0,63,64620890,0,0,100,140
125,62,124,63,0,64620890,0,0,100,140
126,63,127,0,64,60866707,0,0,100,140
127,63,126,64,0,60866707,0,0,100,140
128,64,129,0,65,60024905,0,0,100,140
129,64,128,65,0,60024905,0,0,100,140
130,65,131,0,66,60469029,0,0,100,140
131,65,130,66,0,60469029,0,0,100,140
132,66,133,0,67,57489612,0,0,100,140
133,66,132,67,0,57489612,0,0,100,140
134,67,135,0,68,53727703,0,0,100,140
135,67,134,68,0,53727703,0,0,100,140
136,68,137,0,69,64382123,0,0,100,140
137,68,136,69,0,64382123,0,0,100,140
138,69,139,0,70,54323390,0,0,100,140
139,69,138,70,0,54323390,0,0,100,140
140,70,141,0,71,56777927,0,0,100,140
141,70,140,71,0,56777927,0,0,100,140
142,71,143,0,72,55454047,0,0,100,140
143,71,142,72,0,55454047,0,0,100,140
144,72,145,0,73,59668043,0,0,100,140
145,72,144,73,0,59668043,0,0,100,140
146,73,147,0,74,64868650,0,0,100,140
147,73,146,74,0,64868650,0,0,100,140
148,74,149,0,75,63937249,0,0,100,140
149,74,148,75,0,63937249,0,0,100,140
150,75,151,0,76,64073215,0,0,100,140
151,75,150,76,0,64073215,0,0,100,140
152,76,153,0,77,65655343,0,0,100,140
153,76,152,77,0,65655343,0,0,100,140
154,77,155,0,78,69535992,0,0,100,140
155,77,154,78,0,69535992,0,0,100,140
156,78,157,0,79,64774154,0,0,100,140
157,78,156,79,0,64774154,0,0,100,140
158,79,159,0,80,61888162,0,0,100,140
159,79,158,80,0,61888162,0,0,100,140
160,80,161,0,81,54834076,0,0,100,140
161,80,160,81,0,54834076,0,0,100,140
162,81,163,0,82,59676195,0,0,100,140
163,81,162,82,0,59676195,0,0,100,140
164,82,165,0,83,60099159,0,0,100,140
165,82,164,83,0,60099159,0,0,100,140
166,83,167,0,84,73756414,0,0,100,140
167,83,166,84,0,73756414,0,0,100,140
168,84,169,0,85,60062979,0,0,100,140
169,84,168,85,0,60062979,0,0,100,140
170,85,171,0,86,53146596,0,0,100,140
171,85,170,86,0,53146596,0,0,100,140
172,86,173,0,87,44639452,0,0,100,140
173,86,172,87,0,44639452,0,0,100,140
174,87,175,0,88,55854032,0,0,100,140
175,87,174,88,0,55854032,0,0,100,140
176,88,177,0,89,65490389,0,0,100,140
177,88,176,89,0,65490389,0,0,100,140
178,89,179,0,90,61955811,0,0,100,140
179,89,178,90,0,61955811,0,0,100,140
180,90,181,0,91,63210490,0,0,100,140
181,90,180,91,0,63210490,0,0,100,140
182,91,183,0,92,52537570,0,0,100,140
183,91,182,92,0,52537570,0,0,100,140
184,92,185,0,93,62200895,0,0,100,140
185,92,184,93,0,62200895,0,0,100,140
186,93,187,0,94,61498747,0,0,100,140
187,93,186,94,0,61498747,0,0,100,140
188,94,189,0,95,55343317,0,0,100,140
189,94,188,95,0,55343317,0,0,100,140
190,95,191,0,96,53592807,0,0,100,140
191,95,190,96,0,53592807,0,0,100,140
192,96,193,0,97,67423612,0,0,100,140
193,96,192,97,0,67423612,0,0,100,140
194,97,195,0,98,49255466,0,0,100,140
195,97,194,98,0,49255466,0,0,100,140
196,98,197,0,99,58344338,0,0,100,140
197,98,196,99,0,58344338,0,0,100,140
198,99,199,1,2,62316189,0,0,100,140
199,99,198,2,1,62316189,0,0,100,140
200,100,201,1,3,57405259,0,0,100,140
201,100,200,3,1,57405259,0,0,100,140
202,101,203,1,4,58992403,0,0,100,140
203,101,202,4,1,58992403,0,0,100,140
204,102,205,1,5,59140006,0,0,100,140
205,102,204,5,1,59140006,0,0,100,140
206,103,207,1,6,58947077,0,0,100,140
207,103,206,6,1,58947077,0,0,100,140
208,104,209,1,7,57992369,0,0,100,140
209,104,208,7,1,57992369,0,0,100,140
210,105,211,1,8,59481806,0,0,100,140
211,105,210,8,1,59481806,0,0,100,140
212,106,213,1,9,59373314,0,0,100,140
213,106,212,9,1,59373314,0,0,100,140
214,107,215,1,10,66802435,0,0,100,140
215,107,214,10,1,66802435,0,0,100,140
216,108,217,1,11,59554853,0,0,100,140
217,108,216,11,1,59554853,0,0,100,140
218,109,219,1,12,74265321,0,0,100,140
219,109,218,12,1,74265321,0,0,100,140
220,110,221,1,13,59745729,0,0,100,140
221,110,220,13,1,59745729,0,0,100,140
222,111,223,1,14,54755962,0,0,100,140
223,111,222,14,1,54755962,0,0,100,140
224,112,225,1,15,50844476,0,0,100,140
225,112,224,15,1,50844476,0,0,100,140
226,113,227,1,16,63010796,0,0,100,140
227,113,226,16,1,63010796,0,0,100,140
228,114,229,1,17,62491997,0,0,100,140
229,114,228,17,1,62491997,0,0,100,140
230,115,231,1,18,70022887,0,0,100,140
231,115,230,18,1,70022887,0,0,100,140
232,116,233,1,19,63059276,0,0,100,140
233,116,232,19,1,63059276,0,0,100,140
234,117,235,1,20,64679297,0,0,100,140
235,117,234,20,1,64679297,0,0,100,140
236,118,237,1,21,53657221,0,0,100,140
237,118,236,21,1,53657221,0,0,100,140
238,119,239,1,22,57033183,0,0,100,140
239,119,238,22,1,57033183,0,0,100,140
240,120,241,1,23,59540040,0,0,100,140
241,120,240,23,1,59540040,0,0,100,140
242,121,243,1,24,55662536,0,0,100,140
243,121,242,24,1,55662536,0,0,100,140
244,122,245,1,25,58462282,0,0,100,140
245,122,244,25,1,58462282,0,0,100,140
246,123,247,1,26,59890751,0,0,100,140
247,123,246,26,1,59890751,0,0,100,140
248,124,249,1,27,51504235,0,0,100,140
249,124,248,27,1,51504235,0,0,100,140
250,125,251,1,28,51488707,0,0,100,140
251,125,250,28,1,51488707,0,0,100,140
252,126,253,1,29,56937256,0,0,100,140
253,126,252,29,1,56937256,0,0,100,140
254,127,255,1,30,60525451,0,0,100,140
255,127,254,30,1,60525451,0,0,100,140
256,128,257,1,31,61668329,0,0,100,140
257,128,256,31,1,61668329,0,0,100,140
258,129,259,1,32,69255636,0,0,100,140
259,129,258,32,1,69255636,0,0,100,140
260,130,261,1,33,55816440,0,0,100,140
261,130,260,33,1,55816440,0,0,100,140
262,131,263,1,34,65047720,0,0,100,140
263,131,262,34,1,65047720,0,0,100,140
264,132,265,1,35,68644120,0,0,100,140
265,132,264,35,1,68644120,0,0,100,140
266,133,267,1,36,52018887,0,0,100,140
267,133,266,36,1,52018887,0,0,100,140
268,134,269,1,37,69544195,0,0,100,140
269,134,268,37,1,69544195,0,0,100,140
270,135,271,1,38,65320229,0,0,100,140
271,135,270,38,1,65320229,0,0,100,140
272,136,273,1,39,60258981,0,0,100,140
273,136,272,39,1,60258981,0,0,100,140
274,137,275,1,40,51738665,0,0,100,140
275,137,274,40,1,51738665,0,0,100,140
276,138,277,1,41,61557636,0,0,100,140
277,138,276,41,1,61557636,0,0,100,140
278,139,279,1,42,58385780,0,0,100,140
279,139,278,42,1,58385780,0,0,100,140
280,140,281,1,43,59538613,0,0,100,140
281,140,280,43,1,59538613,0,0,100,140
282,141,283,1,44,58205230,0,0,100,140
283,141,282,44,1,58205230,0,0,100,140
284,142,285,1,45,62867606,0,0,100,140
285,142,284,45,1,62867606,0,0,100,140
286,143,287,1,46,60120377,0,0,100,140
287,143,286,46,1,60120377,0,0,100,140
288,144,289,1,47,56048557,0,0,100,140
289,144,288,47,1,56048557,0,0,100,140
290,145,291,1,48,57600204,0,0,100,140
291,145,290,48,1,57600204,0,0,100,140
292,146,293,1,49,51812108,0,0,100,140
293,146,292,49,1,51812108,0,0,100,140
294,147,295,1,50,56651071,0,0,100,140
295,147,294,50,1,56651071,0,0,100,140
296,148,297,1,51,58120730,0,0,100,140
297,148,296,51,1,58120730,0,0,100,140
298,149,299,1,52,58986115,0,0,100,140
299,149,298,52,1,58986115,0,0,100,140
300,150,301,1,53,56731562,0,0,100,140
301,150,300,53,1,56731562,0,0,100,140
302,151,303,1,54,72500235,0,0,100,140
303,151,302,54,1,72500235,0,0,100,140
304,152,305,1,55,61653372,0,0,100,140
305,152,304,55,1,61653372,0,0,100,140
306,153,307,1,56,64822328,0,0,100,140
307,153,306,56,1,64822328,0,0,100,140
308,154,309,1,57,68287568,0,0,100,140
309,154,308,57,1,68287568,0,0,100,140
310,155,311,1,58,61850216,0,0,100,140
311,155,310,58,1,61850216,0,0,100,140
312,156,313,1,59,59673179,0,0,100,140
313,156,312,59,1,59673179,0,0,100,140
314,157,315,1,60,54630540,0,0,100,140
315,157,314,60,1,54630540,0,0,100,140
316,158,317,1,61,59892658,0,0,100,140
317,158,316,61,1,59892658,0,0,100,140
318,159,319,1,62,63199474,0,0,100,140
319,159,318,62,1,63199474,0,0,100,140
320,160,321,1,63,61358622,0,0,100,140
321,160,320,63,1,61358622,0,0,100,140
322,161,323,1,64,50646680,0,0,100,140
323,161,322,64,1,50646680,0,0,100,140
324,162,325,1,65,54653007,0,0,100,140
325,162,324,65,1,54653007,0,0,100,140
326,163,327,1,66,62935149,0,0,100,140
327,163,326,66,1,62935149,0,0,100,140
328,164,329,1,67,65354694,0,0,100,140
329,164,328,67,1,65354694,0,0,100,140
330,165,331,1,68,65504265,0,0,100,140
331,165,330,68,1,65504265,0,0,100,140
332,166,333,1,69,59399647,0,0,100,140
333,166,332,69,1,59399647,0,0,100,140
334,167,335,1,70,59643449,0,0,100,140
335,167,334,70,1,59643449,0,0,100,140
336,168,337,1,71,59897653,0,0,100,140
337,168,336,71,1,59897653,0,0,100,140
338,169,339,1,72,51828234,0,0,100,140
339,169,338,72,1,51828234,0,0,100,140
340,170,341,1,73,60408956,0,0,100,140
341,170,340,73,1,60408956,0,0,100,140
342,171,343,1,74,54371703,0,0,100,140
343,171,342,74,1,54371703,0,0,100,140
344,172,345,1,75,57784145,0,0,100,140
345,172,344,75,1,57784145,0,0,100,140
346,173,347,1,76,56980631,0,0,100,140
347,173,346,76,1,56980631,0,0,100,140
348,174,349,1,77,65463785,0,0,100,140
349,174,348,77,1,65463785,0,0,100,140
350,175,351,1,78,64387462,0,0,100,140
351,175,350,78,1,64387462,0,0,100,140
352,176,353,1,79,67263701,0,0,100,140
353,176,352,79,1,67263701,0,0,100,140
354,177,355,1,80,62685620,0,0,100,140
355,177,354,80,1,62685620,0,0,100,140
356,178,357,1,81,61309174,0,0,100,140
357,178,356,81,1,61309174,0,0,100,140
358,179,359,1,82,56735368,0,0,100,140
359,179,358,82,1,56735368,0,0,100,140
360,180,361,1,83,62572908,0,0,100,140
361,180,360,83,1,62572908,0,0,100,140
362,181,363,1,84,65572128,0,0,100,140
363,181,362,84,1,65572128,0,0,100,140
364,182,365,1,85,54127683,0,0,100,140
365,182,364,85,1,54127683,0,0,100,140
366,183,367,1,86,65567184,0,0,100,140
367,183,366,86,1,65567184,0,0,100,140
368,184,369,1,87,63133718,0,0,100,140
369,184,368,87,1,63133718,0,0,100,140
370,185,371,1,88,59826558,0,0,100,140
371,185,370,88,1,59826558,0,0,100,140
372,186,373,1,89,60356782,0,0,100,140
373,186,372,89,1,60356782,0,0,100,140
374,187,375,1,90,71760326,0,0,100,140
375,187,374,90,1,71760326,0,0,100,140
376,188,377,1,91,64087687,0,0,100,140
377,188,376,91,1,64087687,0,0,100,140
378,189,379,1,92,59263704,0,0,100,140
379,189,378,92,1,59263704,0,0,100,140
380,190,381,1,93,67108035,0,0,100,140
381,190,380,93,1,67108035,0,0,100,140
382,191,383,1,94,60084349,0,0,100,140
383,191,382,94,1,60084349,0,0,100,140
384,192,385,1,95,65644670,0,0,100,140
385,192,384,95,1,65644670,0,0,100,140
386,193,387,1,96,67494311,0,0,100,140
387,193,386,96,1,67494311,0,0,100,140
388,194,389,1,97,62998626,0,0,100,140
389,194,388,97,1,62998626,0,0,100,140
390,195,391,1,98,62853343,0,0,100,140
391,195,390,98,1,62853343,0,0,100,140
392,196,393,1,99,67532949,0,0,100,140
393,196,392,99,1,67532949,0,0,100,140
394,197,395,2,3,52063077,0,0,100,140
395,197,394,3,2,52063077,0,0,100,140
396,198,397,2,4,63280762,0,0,100,140
397,198,396,4,2,63280762,0,0,100,140
398,199,399,2,5,62934667,0,0,100,140
399,199,398,5,2,62934667,0,0,100,140
400,200,401,2,6,63648433,0,0,100,140
401,200,400,6,2,63648433,0,0,100,140
402,201,403,2,7,56845900,0,0,100,140
403,201,402,7,2,56845900,0,0,100,140
404,202,405,2,8,66710202,0,0,100,140
405,202,404,8,2,66710202,0,0,100,140
406,203,407,2,9,65579257,0,0,100,140
407,203,406,9,2,65579257,0,0,100,140
408,204,409,2,10,62958672,0,0,100,140
409,204,408,10,2,62958672,0,0,100,140
410,205,411,2,11,60470404,0,0,100,140
411,205,410,11,2,60470404,0,0,100,140
412,206,413,2,12,71330778,0,0,100,140
413,206,412,12,2,71330778,0,0,100,140
414,207,415,2,13,71491388,0,0,100,140
415,207,414,13,2,71491388,0,0,100,140
416,208,417,2,14,58088134,0,0,100,140
417,208,416,14,2,58088134,0,0,100,140
418,209,419,2,15,62848225,0,0,100,140
419,209,418,15,2,62848225,0,0,100,140
420,210,421,2,16,55290111,0,0,100,140
421,210,420,16,2,55290111,0,0,100,140
422,211,423,2,17,58323452,0,0,100,140
423,211,422,17,2,58323452,0,0,100,140
424,212,425,2,18,66556492,0,0,100,140
425,212,424,18,2,66556492,0,0,100,140
426,213,427,2,19,70536099,0,0,100,140
427,213,426,19,2,70536099,0,0,100,140
428,214,429,2,20,50120287,0,0,100,140
429,214,428,20,2,50120287,0,0,100,140
430,215,431,2,21,59431776,0,0,100,140
431,215,430,21,2,59431776,0,0,100,140
432,216,433,2,22,60241102,0,0,100,140
433,216,432,22,2,60241102,0,0,100,140
434,217,435,2,23,60270487,0,0,100,140
435,217,434,23,2,60270487,0,0,100,140
436,218,437,2,24,64095003,0,0,100,140
437,218,436,24,2,64095003,0,0,100,140
438,219,439,2,25,65134403,0,0,100,140
439,219,438,25,2,65134403,0,0,100,140
440,220,441,2,26,70385541,0,0,100,140
441,220,440,26,2,70385541,0,0,100,140
442,221,443,2,27,58671674,0,0,100,140
443,221,442,27,2,58671674,0,0,100,140
444,222,445,2,28,57020636,0,0,100,140
445,222,444,28,2,57020636,0,0,100,140
446,223,447,2,29,64365140,0,0,100,140
447,223,446,29,2,64365140,0,0,100,140
448,224,449,2,30,50358142,0,0,100,140
449,224,448,30,2,50358142,0,0,100,140
450,225,451,2,31,70464869,0,0,100,140
451,225,450,31,2,70464869,0,0,100,140
452,226,453,2,32,54632011,0,0,100,140
453,226,452,32,2,54632011,0,0,100,140
454,227,455,2,33,48966190,0,0,100,140
455,227,454,33,2,48966190,0,0,100,140
456,228,457,2,34,55843052,0,0,100,140
457,228,456,34,2,55843052,0,0,100,140
458,229,459,2,35,70417566,0,0,100,140
459,229,458,35,2,70417566,0,0,100,140
460,230,461,2,36,71438184,0,0,100,140
461,230,460,36,2,71438184,0,0,100,140
462,231,463,2,37,68684939,0,0,100,140
463,231,462,37,2,68684939,0,0,100,140
464,232,465,2,38,58186633,0,0,100,140
465,232,464,38,2,58186633,0,0,100,140
466,233,467,2,39,55895698,0,0,100,140
467,233,466,39,2,55895698,0,0,100,140
468,234,469,2,40,57720484,0,0,100,140
469,234,468,40,2,57720484,0,0,100,140
470,235,471,2,41,57329268,0,0,100,140
471,235,470,41,2,57329268,0,0,100,140
472,236,473,2,42,69417090,0,0,100,140
473,236,472,42,2,69417090,0,0,100,140
474,237,475,2,43,55535780,0,0,100,140
475,237,474,43,2,55535780,0,0,100,140
476,238,477,2,44,49906852,0,0,100,140
477,238,476,44,2,49906852,0,0,100,140
478,239,479,2,45,69800142,0,0,100,140
479,239,478,45,2,69800142,0,0,100,140
480,240,481,2,46,63321542,0,0,100,140
481,240,480,46,2,63321542,0,0,100,140
482,241,483,2,47,65303422,0,0,100,140
483,241,482,47,2,65303422,0,0,100,140
484,242,485,2,48,52833321,0,0,100,140
485,242,484,48,2,52833321,0,0,100,140
486,243,487,2,49,62750016,0,0,100,140
487,243,486,49,2,62750016,0,0,100,140
488,244,489,2,50,56731433,0,0,100,140
489,244,488,50,2,56731433,0,0,100,140
490,245,491,2,51,58902138,0,0,100,140
491,245,490,51,2,58902138,0,0,100,140
492,246,493,2,52,57713685,0,0,100,140
493,246,492,52,2,57713685,0,0,100,140
494,247,495,2,53,59924386,0,0,100,140
495,247,494,53,2,59924386,0,0,100,140
496,248,497,2,54,50141634,0,0,100,140
497,248,496,54,2,50141634,0,0,100,140
498,249,499,2,55,54476779,0,0,100,140
499,249,498,55,2,54476779,0,0,100,140
500,250,501,2,56,60236418,0,0,100,140
501,250,500,56,2,60236418,0,0,100,140
502,251,503,2,57,57863685,0,0,100,140
503,251,502,57,2,57863685,0,0,100,140
504,252,505,2,58,63401571,0,0,100,140
505,252,504,58,2,63401571,0,0,100,140
506,253,507,2,59,67858709,0,0,100,140
507,253,506,59,2,67858709,0,0,100,140
508,254,509,2,60,62201664,0,0,100,140
509,254,508,60,2,62201664,0,0,100,140
510,255,511,2,61,68602546,0,0,100,140
511,255,510,61,2,68602546,0,0,100,140
512,256,513,2,62,49439042,0,0,100,140
513,256,512,62,2,49439042,0,0,100,140
514,257,515,2,63,57914833,0,0,100,140
515,257,514,63,2,57914833,0,0,100,140
516,258,517,2,64,58435432,0,0,100,140
517,258,516,64,2,58435432,0,0,100,140
518,259,519,2,65,62759293,0,0,100,140
519,259,518,65,2,62759293,0,0,100,140
520,260,521,2,66,57864463,0,0,100,140
521,260,520,66,2,57864463,0,0,100,140
522,261,523,2,67,56179794,0,0,100,140
523,261,522,67,2,56179794,0,0,100,140
524,262,525,2,68,60176556,0,0,100,140
525,262,524,68,2,60176556,0,0,100,140
526,263,527,2,69,53963460,0,0,100,140
527,263,526,69,2,53963460,0,0,100,140
528,264,529,2,70,61589627,0,0,100,140
529,264,528,70,2,61589627,0,0,100,140
530,265,531,2,71,63714089,0,0,100,140
531,265,530,71,2,63714089,0,0,100,140
532,266,533,2,72,55471789,0,0,100,140
533,266,532,72,2,55471789,0,0,100,140
534,267,535,2,73,51886728,0,0,100,140
535,267,534,73,2,51886728,0,0,100,140
536,268,537,2,74,48371014,0,0,100,140
537,268,536,74,2,48371014,0,0,100,140
538,269,539,2,75,57816709,0,0,100,140
539,269,538,75,2,57816709,0,0,100,140
540,270,541,2,76,64336227,0,0,100,140
541,270,540,76,2,64336227,0,0,100,140
542,271,543,2,77,57149998,0,0,100,140
543,271,542,77,2,57149998,0,0,100,140
544,272,545,2,78,60338933,0,0,100,140
545,272,544,78,2,60338933,0,0,100,140
546,273,547,2,79,58735169,0,0,100,140
547,273,546,79,2,58735169,0,0,100,140
548,274,549,2,80,57327740,0,0,100,140
549,274,548,80,2,57327740,0,0,100,140
550,275,551,2,81,59091714,0,0,100,140
551,275,550,81,2,59091714,0,0,100,140
552,276,553,2,82,63306423,0,0,100,140
553,276,552,82,2,63306423,0,0,100,140
554,277,555,2,83,67120945,0,0,100,140
555,277,554,83,2,67120945,0,0,100,140
556,278,557,2,84,65529390,0,0,100,140
557,278,556,84,2,65529390,0,0,100,140
558,279,559,2,85,66743724,0,0,100,140
559,279,558,85,2,66743724,0,0,100,140
560,280,561,2,86,54030721,0,0,100,140
561,280,560,86,2,54030721,0,0,100,140
562,281,563,2,87,53169743,0,0,100,140
563,281,562,87,2,53169743,0,0,100,140
564,282,565,2,88,65657470,0,0,100,140
565,282,564,88,2,65657470,0,0,100,140
566,283,567,2,89,46514702,0,0,100,140
567,283,566,89,2,46514702,0,0,100,140
568,284,569,2,90,51980275,0,0,100,140
569,284,568,90,2,51980275,0,0,100,140
570,285,571,2,91,61634848,0,0,100,140
571,285,570,91,2,61634848,0,0,100,140
572,286,573,2,92,61762611,0,0,100,140
573,286,572,92,2,61762611,0,0,100,140
574,287,575,2,93,61609451,0,0,100,140
575,287,574,93,2,61609451,0,0,100,140
576,288,577,2,94,56415432,0,0,100,140
577,288,576,94,2,56415432,0,0,100,140
578,289,579,2,95,57087377,0,0,100,140
579,289,578,95,2,57087377,0,0,100,140
580,290,581,2,96,57385582,0,0,100,140
581,290,580,96,2,57385582,0,0,100,140
582,291,583,2,97,68268768,0,0,100,140
583,291,582,97,2,68268768,0,0,100,140
584,292,585,2,98,59552088,0,0,100,140
585,292,584,98,2,59552088,0,0,100,140
586,293,587,2,99,66235849,0,0,100,140
587,293,586,99,2,66235849,0,0,100,140
588,294,589,3,4,61987375,0,0,100,140
589,294,588,4,3,61987375,0,0,100,140
590,295,591,3,5,59262423,0,0,100,140
591,295,590,5,3,59262423,0,0,100,140
592,296,593,3,6,55869908,0,0,100,140
593,296,592,6,3,55869908,0,0,100,140
594,297,595,3,7,55792057,0,0,100,140
595,297,594,7,3,55792057,0,0,100,140
596,298,597,3,8,76878364,0,0,100,140
597,298,596,8,3,76878364,0,0,100,140
598,299,599,3,9,63473218,0,0,100,140
599,299,598,9,3,63473218,0,0,100,140
600,300,601,3,10,61167136,0,0,100,140
601,300,600,10,3,61167136,0,0,100,140
602,301,603,3,11,60853646,0,0,100,140
603,301,602,11,3,60853646,0,0,100,140
604,302,605,3,12,57852550,0,0,100,140
605,302,604,12,3,57852550,0,0,100,140
606,303,607,3,13,57395188,0,0,100,140
607,303,606,13,3,57395188,0,0,100,140
608,304,609,3,14,59519887,0,0,100,140
609,304,608,14,3,59519887,0,0,100,140
610,305,611,3,15,64209607,0,0,100,140
611,305,610,15,3,64209607,0,0,100,140
612,306,613,3,16,58988069,0,0,100,140
613,306,612,16,3,58988069,0,0,100,140
614,307,615,3,17,52684508,0,0,100,140
615,307,614,17,3,52684508,0,0,100,140
616,308,617,3,18,61625165,0,0,100,140
617,308,616,18,3,61625165,0,0,100,140
618,309,619,3,19,59666146,0,0,100,140
619,309,618,19,3,59666146,0,0,100,140
620,310,621,3,20,63893099,0,0,100,140
621,310,620,20,3,63893099,0,0,100,140
622,311,623,3,21,64412902,0,0,100,140
623,311,622,21,3,64412902,0,0,100,140
624,312,625,3,22,55495801,0,0,100,140
625,312,624,22,3,55495801,0,0,100,140
626,313,627,3,23,65861090,0,0,100,140
627,313,626,23,3,65861090,0,0,100,140
628,314,629,3,24,61703389,0,0,100,140
629,314,628,24,3,61703389,0,0,100,140
630,315,631,3,25,56668451,0,0,100,140
