id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
75,37,74,35,3,4452776,0,0,100,140,0,273
76,38,77,3,36,16099303,0,0,100,140,0,111
77,38,76,36,3,90969,0,0,100,140,0,106
78,39,79,3,45,12553274,0,0,100,140,0,282
79,39,78,45,3,2552128,0,0,100,140,0,250
80,40,81,3,59,3347690,0,0,100,140,0,269
81,40,80,59,3,15402646,0,0,100,140,0,292
82,41,83,3,73,8375572,0,0,100,140,0,301
83,41,82,73,3,10399756,0,0,100,140,0,286
84,42,85,3,83,14267729,0,0,100,140,0,193
85,42,84,83,3,215167,0,0,100,140,0,202
86,43,87,3,87,11888529,0,0,100,140,0,297
87,43,86,87,3,1874467,0,0,100,140,0,299
88,44,89,3,97,473411,0,0,100,140,0,319
89,44,88,97,3,18514407,0,0,100,140,0,354
90,45,91,4,19,14684685,0,0,100,140,0,246
91,45,90,19,4,660159,0,0,100,140,0,259
92,46,93,4,20,2958650,0,0,100,140,0,325
93,46,92,20,4,16927784,0,0,100,140,0,293
94,47,95,4,42,3947269,0,0,100,140,0,271
95,47,94,42,4,11980561,0,0,100,140,0,299
96,48,97,4,49,698707,0,0,100,140,0,112
97,48,96,49,4,16643369,0,0,100,140,0,134
98,49,99,4,79,75725,0,0,100,140,0,127
99,49,98,79,4,16084069,0,0,100,140,0,139
100,50,101,4,82,9037859,0,0,100,140,0,446
101,50,100,82,4,11062025,0,0,100,140,0,499
102,51,103,5,24,5914716,0,0,100,140,0,290
103,51,102,24,5,13852712,0,0,100,140,0,262
104,52,105,5,35,2921817,0,0,100,140,0,386
105,52,104,35,5,12915265,0,0,100,140,0,320
106,53,107,5,52,4747777,0,0,100,140,0,354
107,53,106,52,5,10733213,0,0,100,140,0,332
108,54,109,5,84,44978,0,0,100,140,0,478
109,54,108,84,5,20017670,0,0,100,140,0,405
110,55,111,5,90,3628965,0,0,100,140,0,324
111,55,110,90,5,13649569,0,0,100,140,0,337
112,56,113,6,8,13578937,0,0,100,140,0,251
113,56,112,8,6,3564833,0,0,100,140,0,239
114,57,115,6,30,3276114,0,0,100,140,0,325
115,57,114,30,6,13372116,0,0,100,140,0,280
116,58,117,6,59,7585965,0,0,100,140,0,274
117,58,116,59,6,11607639,0,0,100,140,0,243
118,59,119,6,61,11845154,0,0,100,140,0,229
119,59,118,61,6,7885902,0,0,100,140,0,216
120,60,121,6,65,15996842,0,0,100,140,0,183
121,60,120,65,6,3968830,0,0,100,140,0,158
122,61,123,6,74,15413516,0,0,100,140,0,189
123,61,122,74,6,1360536,0,0,100,140,0,174
124,62,125,6,89,16698357,0,0,100,140,0,226
125,62,124,89,6,632467,0,0,100,140,0,198
126,63,127,7,9,18879093,0,0,100,140,0,397
127,63,126,9,7,816635,0,0,100,140,0,432
128,64,129,7,12,11420153,0,0,100,140,0,315
129,64,128,12,7,5384549,0,0,100,140,0,304
130,65,131,7,18,3167404,0,0,100,140,0,537
131,65,130,18,7,15197946,0,0,100,140,0,549
132,66,133,7,19,15467851,0,0,100,140,0,296
133,66,132,19,7,3497731,0,0,100,140,0,312
134,67,135,7,21,7471276,0,0,100,140,0,476
135,67,134,21,7,11446434,0,0,100,140,0,452
136,68,137,7,24,15471771,0,0,100,140,0,281
137,68,136,24,7,1441061,0,0,100,140,0,298
138,69,139,7,25,6310781,0,0,100,140,0,429
139,69,138,25,7,10356151,0,0,100,140,0,439
140,70,141,7,36,18263417,0,0,100,140,0,339
141,70,140,36,7,2327159,0,0,100,140,0,308
142,71,143,7,43,4477869,0,0,100,140,0,445
143,71,142,43,7,12518723,0,0,100,140,0,442
144,72,145,7,60,17476668,0,0,100,140,0,434
145,72,144,60,7,1425058,0,0,100,140,0,497
146,73,147,7,61,1962807,0,0,100,140,0,306
147,73,146,61,7,13903161,0,0,100,140,0,295
148,74,149,7,66,825880,0,0,100,140,0,345
149,74,148,66,7,16896180,0,0,100,140,0,337
150,75,151,7,73,13311773,0,0,100,140,0,237
151,75,150,73,7,3351087,0,0,100,140,0,243
152,76,153,7,75,824544,0,0,100,140,0,366
153,76,152,75,7,18709074,0,0,100,140,0,363
154,77,155,7,77,13269833,0,0,100,140,0,476
155,77,154,77,7,5246317,0,0,100,140,0,500
156,78,157,7,78,10225921,0,0,100,140,0,550
157,78,156,78,7,6308509,0,0,100,140,0,541
158,79,159,8,18,7814796,0,0,100,140,0,368
159,79,158,18,8,9759552,0,0,100,140,0,359
160,80,161,8,21,1229538,0,0,100,140,0,333
161,80,160,21,8,17232224,0,0,100,140,0,306
162,81,163,8,35,16948588,0,0,100,140,0,223
163,81,162,35,8,2942438,0,0,100,140,0,213
164,82,165,8,67,5502081,0,0,100,140,0,187
165,82,164,67,8,11477461,0,0,100,140,0,178
166,83,167,8,68,1212249,0,0,100,140,0,168
167,83,166,68,8,19223593,0,0,100,140,0,149
168,84,169,8,75,12484522,0,0,100,140,0,136
169,84,168,75,8,6482164,0,0,100,140,0,126
170,85,171,8,76,14810996,0,0,100,140,0,227
171,85,170,76,8,4775472,0,0,100,140,0,203
172,86,173,8,81,13741605,0,0,100,140,0,284
173,86,172,81,8,1700429,0,0,100,140,0,283
174,87,175,9,18,2888639,0,0,100,140,0,322
175,87,174,18,9,12857379,0,0,100,140,0,315
176,88,177,9,24,1687234,0,0,100,140,0,253
177,88,176,24,9,19665154,0,0,100,140,0,256
178,89,179,9,69,14871383,0,0,100,140,0,214
179,89,178,69,9,2834741,0,0,100,140,0,219
180,90,181,9,87,4835576,0,0,100,140,0,385
181,90,180,87,9,12879670,0,0,100,140,0,342
182,91,183,9,91,16826245,0,0,100,140,0,337
183,91,182,91,9,844823,0,0,100,140,0,376
184,92,185,9,98,8321464,0,0,100,140,0,312
185,92,184,98,9,8419634,0,0,100,140,0,314
186,93,187,10,29,171685,0,0,100,140,0,428
187,93,186,29,10,14106867,0,0,100,140,0,385
188,94,189,10,53,10937744,0,0,100,140,0,175
189,94,188,53,10,6826930,0,0,100,140,0,160
190,95,191,10,88,6347595,0,0,100,140,0,369
191,95,190,88,10,10325411,0,0,100,140,0,301
192,96,193,11,12,16831819,0,0,100,140,0,179
193,96,192,12,11,809939,0,0,100,140,0,192
194,97,195,11,22,244670,0,0,100,140,0,229
195,97,194,22,11,14289372,0,0,100,140,0,228
196,98,197,11,23,2872545,0,0,100,140,0,434
197,98,196,23,11,16856609,0,0,100,140,0,568
198,99,199,11,26,7548485,0,0,100,140,0,209
199,99,198,26,11,7607439,0,0,100,140,0,221
200,100,201,11,33,1814974,0,0,100,140,0,206
201,100,200,33,11,15849664,0,0,100,140,0,229
202,101,203,11,39,332037,0,0,100,140,0,404
203,101,202,39,11,18353989,0,0,100,140,0,417
204,102,205,11,40,18155012,0,0,100,140,0,202
205,102,204,40,11,193894,0,0,100,140,0,238
206,103,207,11,45,20099757,0,0,100,140,0,156
207,103,206,45,11,75371,0,0,100,140,0,153
208,104,209,11,46,3195592,0,0,100,140,0,213
209,104,208,46,11,13190450,0,0,100,140,0,214
210,105,211,11,73,16752104,0,0,100,140,0,259
211,105,210,73,11,685744,0,0,100,140,0,254
212,106,213,11,92,14561231,0,0,100,140,0,376
213,106,212,92,11,4429895,0,0,100,140,0,375
214,107,215,12,27,16781740,0,0,100,140,0,221
215,107,214,27,12,713798,0,0,100,140,0,226
216,108,217,12,41,10669178,0,0,100,140,0,267
217,108,216,41,12,4768032,0,0,100,140,0,278
218,109,219,12,43,3479891,0,0,100,140,0,183
219,109,218,43,12,13417999,0,0,100,140,0,181
220,110,221,12,45,19362552,0,0,100,140,0,166
221,110,220,45,12,1338852,0,0,100,140,0,152
222,111,223,12,46,8608346,0,0,100,140,0,169
223,111,222,46,12,6610764,0,0,100,140,0,163
224,112,225,12,71,5082190,0,0,100,140,0,172
225,112,224,71,12,13014548,0,0,100,140,0,181
226,113,227,12,80,86427,0,0,100,140,0,224
227,113,226,80,12,18015451,0,0,100,140,0,240
228,114,229,12,89,680915,0,0,100,140,0,333
229,114,228,89,12,16551861,0,0,100,140,0,301
230,115,231,12,95,4908576,0,0,100,140,0,301
231,115,230,95,12,13044694,0,0,100,140,0,348
232,116,233,13,28,8997659,0,0,100,140,0,206
233,116,232,28,13,9016037,0,0,100,140,0,179
234,117,235,13,29,15966183,0,0,100,140,0,271
235,117,234,29,13,1971145,0,0,100,140,0,247
236,118,237,13,39,18460290,0,0,100,140,0,317
237,118,236,39,13,448836,0,0,100,140,0,276
238,119,239,13,46,17060927,0,0,100,140,0,310
239,119,238,46,13,1015391,0,0,100,140,0,275
240,120,241,13,77,18187454,0,0,100,140,0,189
241,120,240,77,13,169644,0,0,100,140,0,187
242,121,243,14,37,8845380,0,0,100,140,0,238
243,121,242,37,14,10901380,0,0,100,140,0,236
244,122,245,14,39,2352627,0,0,100,140,0,282
245,122,244,39,14,16286657,0,0,100,140,0,257
246,123,247,14,46,14857162,0,0,100,140,0,285
247,123,246,46,14,936562,0,0,100,140,0,254
248,124,249,14,58,5188743,0,0,100,140,0,189
249,124,248,58,14,11190785,0,0,100,140,0,182
250,125,251,14,68,1303128,0,0,100,140,0,288
251,125,250,68,14,17303686,0,0,100,140,0,274
252,126,253,14,89,5325571,0,0,100,140,0,215
253,126,252,89,14,15261953,0,0,100,140,0,188
254,127,255,15,22,10714115,0,0,100,140,0,227
255,127,254,22,15,8679879,0,0,100,140,0,207
256,128,257,15,27,14808060,0,0,100,140,0,204
257,128,256,27,15,866638,0,0,100,140,0,177
258,129,259,15,33,17456864,0,0,100,140,0,266
259,129,258,33,15,1471778,0,0,100,140,0,268
260,130,261,15,35,18593832,0,0,100,140,0,209
261,130,260,35,15,608250,0,0,100,140,0,205
262,131,263,15,48,11839417,0,0,100,140,0,276
263,131,262,48,15,5816215,0,0,100,140,0,274
264,132,265,15,56,13288057,0,0,100,140,0,292
265,132,264,56,15,7290849,0,0,100,140,0,287
266,133,267,15,88,8217923,0,0,100,140,0,267
267,133,266,88,15,6249871,0,0,100,140,0,245
268,134,269,16,18,2113197,0,0,100,140,0,364
269,134,268,18,16,20112269,0,0,100,140,0,358
270,135,271,16,31,16557409,0,0,100,140,0,270
271,135,270,31,16,519987,0,0,100,140,0,273
272,136,273,16,32,10594077,0,0,100,140,0,319
273,136,272,32,16,6585465,0,0,100,140,0,334
274,137,275,16,40,1158626,0,0,100,140,0,206
275,137,274,40,16,15205452,0,0,100,140,0,229
276,138,277,16,44,5069055,0,0,100,140,0,207
277,138,276,44,16,11065121,0,0,100,140,0,228
278,139,279,16,56,1800099,0,0,100,140,0,247
279,139,278,56,16,17726011,0,0,100,140,0,268
280,140,281,16,64,171718,0,0,100,140,0,314
281,140,280,64,16,16198930,0,0,100,140,0,339
282,141,283,16,68,264926,0,0,100,140,0,396
283,141,282,68,16,20334466,0,0,100,140,0,393
284,142,285,16,81,1016943,0,0,100,140,0,295
285,142,284,81,16,13014519,0,0,100,140,0,277
286,143,287,16,88,1186223,0,0,100,140,0,411
287,143,286,88,16,17208251,0,0,100,140,0,447
288,144,289,16,90,11910107,0,0,100,140,0,333
289,144,288,90,16,5863287,0,0,100,140,0,407
290,145,291,16,93,15082350,0,0,100,140,0,318
291,145,290,93,16,3098038,0,0,100,140,0,309
292,146,293,16,95,687944,0,0,100,140,0,391
293,146,292,95,16,16685786,0,0,100,140,0,366
294,147,295,16,97,673863,0,0,100,140,0,243
295,147,294,97,16,16602507,0,0,100,140,0,259
296,148,297,17,30,16966114,0,0,100,140,0,304
297,148,296,30,17,990472,0,0,100,140,0,269
298,149,299,17,31,7833585,0,0,100,140,0,208
299,149,298,31,17,11789245,0,0,100,140,0,178
300,150,301,17,39,13876679,0,0,100,140,0,302
301,150,300,39,17,3900237,0,0,100,140,0,250
302,151,303,17,63,14376362,0,0,100,140,0,188
303,151,302,63,17,331340,0,0,100,140,0,165
304,152,305,17,77,16149787,0,0,100,140,0,182
305,152,304,77,17,170595,0,0,100,140,0,185
306,153,307,17,81,6350459,0,0,100,140,0,222
307,153,306,81,17,12329209,0,0,100,140,0,186
308,154,309,17,87,19172734,0,0,100,140,0,243
309,154,308,87,17,1161838,0,0,100,140,0,212
310,155,311,18,27,16677028,0,0,100,140,0,186
311,155,310,27,18,657884,0,0,100,140,0,179
312,156,313,18,40,15519453,0,0,100,140,0,216
313,156,312,40,18,7511767,0,0,100,140,0,243
314,157,315,18,45,14951716,0,0,100,140,0,234
315,157,314,45,18,2963382,0,0,100,140,0,222
316,158,317,18,56,19093242,0,0,100,140,0,228
317,158,316,56,18,1107280,0,0,100,140,0,262
318,159,319,18,58,13910836,0,0,100,140,0,207
319,159,318,58,18,3925994,0,0,100,140,0,200
320,160,321,18,74,18185020,0,0,100,140,0,226
321,160,320,74,18,175628,0,0,100,140,0,241
322,161,323,18,75,16021516,0,0,100,140,0,282
323,161,322,75,18,2075766,0,0,100,140,0,283
324,162,325,18,76,9965895,0,0,100,140,0,296
325,162,324,76,18,7971735,0,0,100,140,0,273
326,163,327,18,79,401216,0,0,100,140,0,291
327,163,326,79,18,16351930,0,0,100,140,0,279
328,164,329,18,80,18185242,0,0,100,140,0,297
329,164,328,80,18,101556,0,0,100,140,0,329
330,165,331,18,83,18607123,0,0,100,140,0,184
331,165,330,83,18,640143,0,0,100,140,0,208
332,166,333,18,84,14549607,0,0,100,140,0,397
333,166,332,84,18,2519929,0,0,100,140,0,376
334,167,335,18,98,17347725,0,0,100,140,0,330
335,167,334,98,18,1324517,0,0,100,140,0,347
336,168,337,19,25,2484741,0,0,100,140,0,337
337,168,336,25,19,16516693,0,0,100,140,0,299
338,169,339,19,31,4965234,0,0,100,140,0,283
339,169,338,31,19,12890400,0,0,100,140,0,253
340,170,341,19,49,1114551,0,0,100,140,0,183
341,170,340,49,19,17121319,0,0,100,140,0,181
342,171,343,19,66,2143199,0,0,100,140,0,161
343,171,342,66,19,16124411,0,0,100,140,0,129
344,172,345,19,78,5523907,0,0,100,140,0,249
345,172,344,78,19,13533567,0,0,100,140,0,217
346,173,347,19,88,626985,0,0,100,140,0,271
347,173,346,88,19,20610575,0,0,100,140,0,224
348,174,349,20,22,13138701,0,0,100,140,0,276
349,174,348,22,20,5098091,0,0,100,140,0,296
350,175,351,20,39,11164291,0,0,100,140,0,521
351,175,350,39,20,7079671,0,0,100,140,0,527
352,176,353,20,49,969143,0,0,100,140,0,322
353,176,352,49,20,15057875,0,0,100,140,0,355
354,177,355,20,52,3657589,0,0,100,140,0,315
355,177,354,52,20,13651573,0,0,100,140,0,340
356,178,357,20,53,7370844,0,0,100,140,0,278
357,178,356,53,20,11314008,0,0,100,140,0,301
358,179,359,20,72,3865,0,0,100,140,0,185
359,179,358,72,20,20057937,0,0,100,140,0,200
360,180,361,20,79,298432,0,0,100,140,0,329
361,180,360,79,20,20342330,0,0,100,140,0,332
362,181,363,20,84,15806567,0,0,100,140,0,306
363,181,362,84,20,1820887,0,0,100,140,0,316
364,182,365,20,92,10438976,0,0,100,140,0,303
365,182,364,92,20,10543918,0,0,100,140,0,340
366,183,367,20,95,2748409,0,0,100,140,0,288
367,183,366,95,20,14861525,0,0,100,140,0,299
368,184,369,20,96,3695730,0,0,100,140,0,352
369,184,368,96,20,15592992,0,0,100,140,0,397
370,185,371,21,22,14047382,0,0,100,140,0,157
371,185,370,22,21,4007938,0,0,100,140,0,163
372,186,373,21,32,5991506,0,0,100,140,0,165
373,186,372,32,21,12037676,0,0,100,140,0,166
374,187,375,21,33,6230744,0,0,100,140,0,191
375,187,374,33,21,10194446,0,0,100,140,0,199
376,188,377,21,36,18324475,0,0,100,140,0,231
377,188,376,36,21,266801,0,0,100,140,0,200
378,189,379,21,47,8685720,0,0,100,140,0,307
379,189,378,47,21,8747196,0,0,100,140,0,343
380,190,381,21,71,1299815,0,0,100,140,0,198
381,190,380,71,21,19331977,0,0,100,140,0,204
382,191,383,21,79,843696,0,0,100,140,0,192
383,191,382,79,21,16855472,0,0,100,140,0,193
384,192,385,21,85,852261,0,0,100,140,0,204
385,192,384,85,21,14870085,0,0,100,140,0,229
386,193,387,21,92,12040507,0,0,100,140,0,221
387,193,386,92,21,4048741,0,0,100,140,0,236
388,194,389,22,26,1211873,0,0,100,140,0,108
389,194,388,26,22,17220691,0,0,100,140,0,108
390,195,391,22,29,7890806,0,0,100,140,0,294
391,195,390,29,22,9900696,0,0,100,140,0,310
392,196,393,22,53,11077992,0,0,100,140,0,178
393,196,392,53,22,5029052,0,0,100,140,0,174
394,197,395,22,64,15587921,0,0,100,140,0,255
395,197,394,64,22,3674679,0,0,100,140,0,255
396,198,397,22,66,12103983,0,0,100,140,0,314
397,198,396,66,22,6052311,0,0,100,140,0,326
398,199,399,22,72,1915075,0,0,100,140,0,177
399,199,398,72,22,19881389,0,0,100,140,0,185
400,200,401,22,85,422363,0,0,100,140,0,264
401,200,400,85,22,16474169,0,0,100,140,0,289
402,201,403,22,92,17595298,0,0,100,140,0,269
403,201,402,92,22,1541038,0,0,100,140,0,270
404,202,405,23,38,11373143,0,0,100,140,0,232
405,202,404,38,23,7414079,0,0,100,140,0,204
406,203,407,23,43,16430365,0,0,100,140,0,482
407,203,406,43,23,382191,0,0,100,140,0,383
408,204,409,23,99,15277754,0,0,100,140,0,418
409,204,408,99,23,3215568,0,0,100,140,0,293
410,205,411,24,31,16416836,0,0,100,140,0,164
411,205,410,31,24,416188,0,0,100,140,0,166
412,206,413,24,65,11172960,0,0,100,140,0,244
413,206,412,65,24,9170654,0,0,100,140,0,221
414,207,415,24,73,6302716,0,0,100,140,0,279
415,207,414,73,24,10339978,0,0,100,140,0,237
416,208,417,24,80,1495028,0,0,100,140,0,163
417,208,416,80,24,19486142,0,0,100,140,0,158
418,209,419,24,82,9985595,0,0,100,140,0,285
419,209,418,82,24,6019313,0,0,100,140,0,281
420,210,421,25,30,11030000,0,0,100,140,0,444
421,210,420,30,25,11128316,0,0,100,140,0,415
422,211,423,25,32,2471030,0,0,100,140,0,381
423,211,422,32,25,16386156,0,0,100,140,0,378
424,212,425,25,37,15486829,0,0,100,140,0,253
425,212,424,37,25,1479651,0,0,100,140,0,263
426,213,427,25,40,13112920,0,0,100,140,0,304
427,213,426,40,25,7066728,0,0,100,140,0,328
428,214,429,25,50,13179432,0,0,100,140,0,386
429,214,428,50,25,3162632,0,0,100,140,0,439
430,215,431,25,61,1680655,0,0,100,140,0,275
431,215,430,61,25,13680809,0,0,100,140,0,264
432,216,433,25,65,15166868,0,0,100,140,0,291
433,216,432,65,25,1223046,0,0,100,140,0,281
434,217,435,25,66,9190423,0,0,100,140,0,201
435,217,434,66,25,5283017,0,0,100,140,0,178
436,218,437,25,72,1719406,0,0,100,140,0,297
437,218,436,72,25,15649158,0,0,100,140,0,315
438,219,439,25,84,10316944,0,0,100,140,0,434
439,219,438,84,25,8185784,0,0,100,140,0,395
440,220,441,25,88,14936779,0,0,100,140,0,333
441,220,440,88,25,3021827,0,0,100,140,0,319
442,221,443,25,93,13801255,0,0,100,140,0,402
443,221,442,93,25,1804847,0,0,100,140,0,396
444,222,445,26,29,723605,0,0,100,140,0,195
445,222,444,29,26,18726455,0,0,100,140,0,179
446,223,447,26,56,7506020,0,0,100,140,0,155
447,223,446,56,26,7562988,0,0,100,140,0,159
448,224,449,26,79,138511,0,0,100,140,0,240
449,224,448,79,26,16196255,0,0,100,140,0,208
450,225,451,26,81,18036712,0,0,100,140,0,219
451,225,450,81,26,55812,0,0,100,140,0,203
452,226,453,26,98,2101729,0,0,100,140,0,201
453,226,452,98,26,18077021,0,0,100,140,0,187
454,227,455,27,28,437907,0,0,100,140,0,178
455,227,454,28,27,16452507,0,0,100,140,0,184
456,228,457,27,35,392624,0,0,100,140,0,196
457,228,456,35,27,18392932,0,0,100,140,0,182
458,229,459,27,46,362846,0,0,100,140,0,227
459,229,458,46,27,18427162,0,0,100,140,0,248
460,230,461,27,54,701194,0,0,100,140,0,145
461,230,460,54,27,16698730,0,0,100,140,0,154
462,231,463,27,78,534798,0,0,100,140,0,203
463,231,462,78,27,18448794,0,0,100,140,0,230
464,232,465,27,87,593921,0,0,100,140,0,206
465,232,464,87,27,18578545,0,0,100,140,0,200
466,233,467,27,98,322480,0,0,100,140,0,169
467,233,466,98,27,14337368,0,0,100,140,0,178
468,234,469,28,58,16463293,0,0,100,140,0,191
469,234,468,58,28,435945,0,0,100,140,0,201
470,235,471,28,68,12642468,0,0,100,140,0,197
471,235,470,68,28,4626878,0,0,100,140,0,190
472,236,473,28,76,16178296,0,0,100,140,0,230
473,236,472,76,28,222904,0,0,100,140,0,221
474,237,475,28,79,1853766,0,0,100,140,0,210
475,237,474,79,28,17935142,0,0,100,140,0,192
476,238,477,28,82,12574866,0,0,100,140,0,279
477,238,476,82,28,2597704,0,0,100,140,0,257
478,239,479,28,85,5250175,0,0,100,140,0,207
479,239,478,85,28,11220789,0,0,100,140,0,228
480,240,481,28,86,16062074,0,0,100,140,0,185
481,240,480,86,28,34152,0,0,100,140,0,195
482,241,483,28,87,20122659,0,0,100,140,0,246
483,241,482,87,28,115423,0,0,100,140,0,252
484,242,485,29,37,16484954,0,0,100,140,0,254
485,242,484,37,29,6575898,0,0,100,140,0,251
486,243,487,29,54,7578225,0,0,100,140,0,346
487,243,486,54,29,7547403,0,0,100,140,0,352
488,244,489,29,64,18714229,0,0,100,140,0,247
489,244,488,64,29,628619,0,0,100,140,0,271
490,245,491,29,65,17951655,0,0,100,140,0,366
491,245,490,65,29,4325,0,0,100,140,0,350
492,246,493,29,70,3898180,0,0,100,140,0,348
493,246,492,70,29,13921860,0,0,100,140,0,382
494,247,495,29,82,12841427,0,0,100,140,0,471
495,247,494,82,29,6862699,0,0,100,140,0,480
496,248,497,29,83,16119281,0,0,100,140,0,217
497,248,496,83,29,143405,0,0,100,140,0,236
498,249,499,29,86,18857799,0,0,100,140,0,173
499,249,498,86,29,887867,0,0,100,140,0,180
500,250,501,29,87,13196275,0,0,100,140,0,327
501,250,500,87,29,5184763,0,0,100,140,0,319
502,251,503,29,98,13587987,0,0,100,140,0,338
503,251,502,98,29,1548085,0,0,100,140,0,349
504,252,505,30,31,9891985,0,0,100,140,0,217
505,252,504,31,30,9944193,0,0,100,140,0,228
506,253,507,30,36,11376576,0,0,100,140,0,270
507,253,506,36,30,7380150,0,0,100,140,0,216
508,254,509,30,38,6170932,0,0,100,140,0,273
509,254,508,38,30,10119192,0,0,100,140,0,297
510,255,511,30,41,17995825,0,0,100,140,0,200
511,255,510,41,30,2007239,0,0,100,140,0,191
512,256,513,30,44,6887452,0,0,100,140,0,294
513,256,512,44,30,10901372,0,0,100,140,0,330
514,257,515,30,57,30286,0,0,100,140,0,190
515,257,514,57,30,18077826,0,0,100,140,0,185
516,258,517,30,58,290111,0,0,100,140,0,176
517,258,516,58,30,16332801,0,0,100,140,0,174
518,259,519,30,67,17392873,0,0,100,140,0,176
519,259,518,67,30,1419863,0,0,100,140,0,196
520,260,521,30,73,1269012,0,0,100,140,0,305
521,260,520,73,30,19289324,0,0,100,140,0,295
522,261,523,30,78,9175269,0,0,100,140,0,250
523,261,522,78,30,11166121,0,0,100,140,0,259
524,262,525,30,84,4477418,0,0,100,140,0,433
525,262,524,84,30,10489202,0,0,100,140,0,408
526,263,527,30,86,13443497,0,0,100,140,0,379
527,263,526,86,30,1480727,0,0,100,140,0,402
528,264,529,30,89,12048877,0,0,100,140,0,211
529,264,528,89,30,6115363,0,0,100,140,0,208
530,265,531,30,92,807285,0,0,100,140,0,395
531,265,530,92,30,16752495,0,0,100,140,0,405
532,266,533,31,35,16450505,0,0,100,140,0,226
533,266,532,35,31,423421,0,0,100,140,0,221
534,267,535,31,54,942614,0,0,100,140,0,222
535,267,534,54,31,16888180,0,0,100,140,0,205
536,268,537,31,57,1547062,0,0,100,140,0,161
