id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
49,6,2,1000000,427,626,0,1,0,0,0,1,37,0
50,3,8,1000000,432,631,0,1,0,0,0,1,48,0
51,6,0,1000000,437,632,0,1,0,0,0,1,11,0
52,6,8,1000000,437,636,0,1,0,0,0,1,72,0
53,2,8,1000000,443,643,0,1,0,0,0,1,40,0
54,9,8,1000000,444,644,0,1,0,0,0,1,81,0
55,6,5,1000000,445,647,0,1,0,0,0,1,63,0
56,6,9,1000000,448,646,0,1,0,0,0,1,74,0
57,5,7,1000000,456,654,0,1,0,0,0,1,64,0
58,7,0,1000000,456,653,0,1,0,0,0,1,13,0
59,3,9,1000000,459,659,0,1,0,0,0,1,50,0
60,7,9,1000000,463,662,0,1,0,0,0,1,78,0
61,5,0,1000000,472,671,0,1,0,0,0,1,9,0
62,8,2,1000000,477,677,0,1,0,0,0,1,41,0
63,0,3,1000000,479,676,0,1,0,0,0,1,4,0
64,2,1,1000000,480,678,0,1,0,0,0,1,19,0
65,0,8,1000000,487,684,0,1,0,0,0,1,14,0
66,8,0,1000000,488,687,0,1,0,0,0,1,15,0
67,2,7,1000000,489,689,0,1,0,0,0,1,38,0
68,5,4,1000000,505,702,0,1,0,0,0,1,53,0
69,4,9,1000000,510,707,0,1,0,0,0,1,60,0
70,5,2,1000000,511,710,0,1,0,0,0,1,35,0
71,4,3,1000000,511,910,0,1,0,0,0,1,7-4,0
72,9,5,1000000,513,714,0,1,0,0,0,1,69,0
73,3,7,1000000,522,722,0,1,0,0,0,1,46,0
74,3,5,1000000,525,925,0,1,0,0,0,1,5-8,0
75,9,2,1000000,525,722,0,1,0,0,0,1,43,0
76,9,7,1000000,529,726,0,1,0,0,0,1,79,0
77,6,4,1000000,538,738,0,1,0,0,0,1,55,0
78,8,1,1000000,541,739,0,1,0,0,0,1,27,0
79,7,5,1000000,541,740,0,1,0,0,0,1,65,0
80,7,2,1000000,544,743,0,1,0,0,0,1,39,0
81,4,0,1000000,544,745,0,1,0,0,0,1,7,0
82,8,5,1000000,549,747,0,1,0,0,0,1,67,0
83,7,1,1000000,550,751,0,1,0,0,0,1,25,0
84,2,0,1000000,560,761,0,1,0,0,0,1,3,0
85,2,3,1000000,569,769,0,1,0,0,0,1,30,0
86,3,4,1000000,569,968,0,1,0,0,0,1,5-6,0
87,1,5,1000000,585,986,0,1,0,0,0,1,1-8,0
88,6,7,1000000,585,785,0,1,0,0,0,1,70,0
89,1,7,1000000,586,787,0,1,0,0,0,1,24,0
90,1,9,1000000,597,795,0,1,0,0,0,1,28,0
91,1,3,1000000,604,802,0,1,0,0,0,1,20,0
92,0,5,1000000,611,811,0,1,0,0,0,1,8,0
93,9,6,1000000,615,815,0,1,0,0,0,1,75,0
94,6,8,1000000,620,820,0,1,0,0,0,1,72,0
95,5,1,1000000,621,1019,0,1,0,0,0,1,9-0,0
96,1,0,1000000,622,819,0,1,0,0,0,1,1,0
97,5,3,1000000,634,1032,0,1,0,0,0,1,9-4,0
98,6,1,1000000,634,833,0,1,0,0,0,1,23,0
99,6,2,1000000,639,839,0,1,0,0,0,1,37,0
100,7,6,1000000,642,841,0,1,0,0,0,1,71,0
101,9,8,1000000,653,851,0,1,0,0,0,1,81,0
102,4,7,1000000,655,852,0,1,0,0,0,1,56,0
103,6,0,1000000,656,853,0,1,0,0,0,1,11,0
104,7,8,1000000,666,867,0,1,0,0,0,1,76,0
105,3,8,1000000,674,872,0,1,0,0,0,1,48,0
106,1,4,1000000,674,1067,0,1,0,0,0,1,1-6,0
107,4,3,1000000,677,1073,0,1,0,0,0,1,7-4,0
108,4,6,1000000,678,879,0,1,0,0,0,1,54,0
109,5,7,1000000,679,877,0,1,0,0,0,1,64,0
110,7,0,1000000,680,880,0,1,0,0,0,1,13,0
111,0,9,1000000,680,880,0,1,0,0,0,1,16,0
112,2,1,1000000,683,883,0,1,0,0,0,1,19,0
113,0,8,1000000,695,897,0,1,0,0,0,1,14,0
114,7,4,1000000,699,900,0,1,0,0,0,1,57,0
115,9,3,1000000,700,900,0,1,0,0,0,1,51,0
116,6,5,1000000,708,904,0,1,0,0,0,1,63,0
117,7,9,1000000,710,911,0,1,0,0,0,1,78,0
118,2,0,1000000,710,908,0,1,0,0,0,1,3,0
119,8,2,1000000,724,923,0,1,0,0,0,1,41,0
120,0,2,1000000,728,927,0,1,0,0,0,1,2,0
121,8,1,1000000,730,931,0,1,0,0,0,1,27,0
122,5,0,1000000,738,936,0,1,0,0,0,1,9,0
123,9,2,1000000,750,950,0,1,0,0,0,1,43,0
124,5,2,1000000,753,951,0,1,0,0,0,1,35,0
125,0,4,1000000,766,964,0,1,0,0,0,1,6,0
126,5,4,1000000,770,971,0,1,0,0,0,1,53,0
127,1,5,1000000,771,1170,0,1,0,0,0,1,1-8,0
128,9,5,1000000,771,970,0,1,0,0,0,1,69,0
129,8,7,1000000,786,985,0,1,0,0,0,1,77,0
130,4,9,1000000,788,987,0,1,0,0,0,1,60,0
131,1,7,1000000,788,988,0,1,0,0,0,1,24,0
132,3,0,1000000,805,1005,0,1,0,0,0,1,5,0
133,7,2,1000000,810,1007,0,1,0,0,0,1,39,0
134,4,3,1000000,815,1215,0,1,0,0,0,1,7-4,0
135,9,6,1000000,820,1020,0,1,0,0,0,1,75,0
136,6,8,1000000,820,1020,0,1,0,0,0,1,72,0
137,7,3,1000000,824,1023,0,1,0,0,0,1,47,0
138,2,3,1000000,826,1023,0,1,0,0,0,1,30,0
139,6,4,1000000,830,1030,0,1,0,0,0,1,55,0
140,8,5,1000000,835,1035,0,1,0,0,0,1,67,0
141,6,2,1000000,841,1038,0,1,0,0,0,1,37,0
142,6,0,1000000,842,1041,0,1,0,0,0,1,11,0
143,4,0,1000000,845,1043,0,1,0,0,0,1,7,0
144,0,7,1000000,846,1045,0,1,0,0,0,1,12,0
145,2,8,1000000,847,1044,0,1,0,0,0,1,40,0
146,9,1,1000000,852,1052,0,1,0,0,0,1,29,0
147,2,6,1000000,859,1059,0,1,0,0,0,1,36,0
148,5,8,1000000,874,1070,0,1,0,0,0,1,66,0
149,9,8,1000000,880,1080,0,1,0,0,0,1,81,0
150,6,7,1000000,883,1081,0,1,0,0,0,1,70,0
151,8,1,1000000,895,1093,0,1,0,0,0,1,27,0
152,5,7,1000000,899,1100,0,1,0,0,0,1,64,0
153,2,0,1000000,900,1099,0,1,0,0,0,1,3,0
154,3,1,1000000,906,1105,0,1,0,0,0,1,21,0
155,2,9,1000000,907,1105,0,1,0,0,0,1,42,0
156,7,0,1000000,908,1108,0,1,0,0,0,1,13,0
157,2,1,1000000,924,1123,0,1,0,0,0,1,19,0
158,1,0,1000000,927,1127,0,1,0,0,0,1,1,0
159,1,9,1000000,929,1126,0,1,0,0,0,1,28,0
160,6,9,1000000,934,1134,0,1,0,0,0,1,74,0
161,0,8,1000000,942,1139,0,1,0,0,0,1,14,0
162,3,8,1000000,943,1143,0,1,0,0,0,1,48,0
163,6,5,1000000,945,1145,0,1,0,0,0,1,63,0
164,6,1,1000000,954,1152,0,1,0,0,0,1,23,0
165,1,5,1000000,955,1354,0,1,0,0,0,1,1-8,0
166,4,5,1000000,958,1155,0,1,0,0,0,1,52,0
167,5,9,1000000,959,1157,0,1,0,0,0,1,68,0
168,8,2,1000000,964,1167,0,1,0,0,0,1,41,0
169,8,0,1000000,965,1162,0,1,0,0,0,1,15,0
170,3,9,1000000,970,1170,0,1,0,0,0,1,50,0
171,7,8,1000000,976,1176,0,1,0,0,0,1,76,0
172,1,4,1000000,978,1378,0,1,0,0,0,1,1-6,0
173,7,9,1000000,978,1177,0,1,0,0,0,1,78,0
174,4,3,1000000,985,1385,0,1,0,0,0,1,7-4,0
175,4,7,1000000,987,1185,0,1,0,0,0,1,56,0
176,1,7,1000000,992,1192,0,1,0,0,0,1,24,0
177,5,0,1000000,994,1192,0,1,0,0,0,1,9,0
178,5,3,1000000,995,1393,0,1,0,0,0,1,9-4,0
179,2,7,1000000,998,1197,0,1,0,0,0,1,38,0
180,5,4,1000000,1002,1200,0,1,0,0,0,1,53,0
181,9,5,1000000,1003,1199,0,1,0,0,0,1,69,0
182,3,7,1000000,1010,1210,0,1,0,0,0,1,46,0
183,3,5,1000000,1011,1409,0,1,0,0,0,1,5-8,0
184,0,3,1000000,1018,1218,0,1,0,0,0,1,4,0
185,6,8,1000000,1024,1222,0,1,0,0,0,1,72,0
186,5,2,1000000,1030,1226,0,1,0,0,0,1,35,0
187,6,0,1000000,1030,1230,0,1,0,0,0,1,11,0
188,9,6,1000000,1030,1229,0,1,0,0,0,1,75,0
189,0,9,1000000,1031,1230,0,1,0,0,0,1,16,0
190,9,2,1000000,1032,1231,0,1,0,0,0,1,43,0
191,3,2,1000000,1038,1237,0,1,0,0,0,1,31,0
192,8,3,1000000,1053,1252,0,1,0,0,0,1,49,0
193,4,9,1000000,1053,1253,0,1,0,0,0,1,60,0
194,6,2,1000000,1054,1251,0,1,0,0,0,1,37,0
195,9,3,1000000,1069,1268,0,1,0,0,0,1,51,0
196,7,1,1000000,1070,1268,0,1,0,0,0,1,25,0
197,7,2,1000000,1089,1287,0,1,0,0,0,1,39,0
198,6,4,1000000,1090,1289,0,1,0,0,0,1,55,0
199,9,7,1000000,1097,1295,0,1,0,0,0,1,79,0
200,8,1,1000000,1098,1298,0,1,0,0,0,1,27,0
201,2,3,1000000,1098,1296,0,1,0,0,0,1,30,0
202,9,8,1000000,1101,1300,0,1,0,0,0,1,81,0
203,7,5,1000000,1102,1302,0,1,0,0,0,1,65,0
204,2,0,1000000,1103,1303,0,1,0,0,0,1,3,0
205,8,5,1000000,1107,1306,0,1,0,0,0,1,67,0
206,3,4,1000000,1108,1507,0,1,0,0,0,1,5-6,0
207,1,5,1000000,1113,1511,0,1,1,0,0,2,1-8,0
208,5,7,1000000,1114,1311,0,1,0,0,0,1,64,0
209,4,0,1000000,1138,1337,0,1,0,0,0,1,7,0
210,0,4,1000000,1145,1345,0,1,0,0,0,1,6,0
211,4,3,1000000,1151,1547,0,1,0,0,0,1,7-4,0
212,2,1,1000000,1151,1352,0,1,0,0,0,1,19,0
213,7,0,1000000,1153,1351,0,1,0,0,0,1,13,0
214,0,8,1000000,1156,1355,0,1,0,0,0,1,14,0
215,6,5,1000000,1158,1356,0,1,0,0,0,1,63,0
216,6,7,1000000,1163,1363,0,1,0,0,0,1,70,0
217,0,5,1000000,1168,1368,0,1,0,0,0,1,8,0
218,8,6,1000000,1172,1370,0,1,0,0,0,1,73,0
219,3,8,1000000,1174,1373,0,1,0,0,0,1,48,0
220,5,6,1000000,1192,1391,0,1,0,0,0,1,62,0
221,1,7,1000000,1198,1395,0,1,0,0,0,1,24,0
222,1,3,1000000,1215,1413,0,1,0,0,0,1,20,0
223,7,9,1000000,1216,1414,0,1,0,0,0,1,78,0
224,3,0,1000000,1221,1420,0,1,0,0,0,1,5,0
225,5,1,1000000,1226,1625,0,1,0,0,0,1,9-0,0
226,6,8,1000000,1234,1433,0,1,0,0,0,1,72,0
227,1,0,1000000,1234,1434,0,1,0,0,0,1,1,0
228,7,3,1000000,1235,1434,0,1,0,0,0,1,47,0
229,5,0,1000000,1239,1439,0,1,0,0,0,1,9,0
230,9,6,1000000,1245,1443,0,1,0,0,0,1,75,0
231,9,5,1000000,1247,1451,0,1,0,0,0,1,69,0
232,8,2,1000000,1247,1448,0,1,0,0,0,1,41,0
233,9,2,1000000,1249,1448,0,1,0,0,0,1,43,0
234,1,9,1000000,1255,1454,0,1,0,0,0,1,28,0
235,5,4,1000000,1256,1458,0,1,0,0,0,1,53,0
236,7,8,1000000,1263,1462,0,1,0,0,0,1,76,0
237,7,6,1000000,1265,1463,0,1,0,0,0,1,71,0
238,5,2,1000000,1265,1465,0,1,0,0,0,1,35,0
239,6,0,1000000,1266,1462,0,1,0,0,0,1,11,0
240,2,0,1000000,1272,1470,0,1,0,0,0,1,3,0
241,5,3,1000000,1274,1675,0,1,0,0,0,1,9-4,0
242,6,1,1000000,1283,1483,0,1,0,0,0,1,23,0
243,1,4,1000000,1284,1680,0,1,0,0,0,1,1-6,0
244,6,2,1000000,1284,1484,0,1,0,0,0,1,37,0
245,8,1,1000000,1293,1491,0,1,0,0,0,1,27,0
246,9,1,1000000,1303,1504,0,1,0,0,0,1,29,0
247,1,5,1000000,1304,1702,0,1,0,0,0,1,1-8,0
248,4,7,1000000,1320,1518,0,1,0,0,0,1,56,0
249,4,9,1000000,1325,1525,0,1,0,0,0,1,60,0
250,9,8,1000000,1329,1526,0,1,0,0,0,1,81,0
251,5,7,1000000,1330,1527,0,1,0,0,0,1,64,0
252,4,3,1000000,1332,1733,0,1,0,0,0,1,7-4,0
253,2,8,1000000,1334,1535,0,1,0,0,0,1,40,0
254,0,9,1000000,1349,1548,0,1,0,0,0,1,16,0
255,7,2,1000000,1351,1550,0,1,0,0,0,1,39,0
256,1,6,1000000,1361,1558,0,1,0,0,0,1,22,0
257,2,3,1000000,1362,1562,0,1,0,0,0,1,30,0
258,8,5,1000000,1369,1569,0,1,0,0,0,1,67,0
259,7,0,1000000,1369,1570,0,1,0,0,0,1,13,0
260,0,8,1000000,1370,1570,0,1,0,0,0,1,14,0
261,4,6,1000000,1376,1575,0,1,0,0,0,1,54,0
262,7,4,1000000,1377,1578,0,1,0,0,0,1,57,0
263,2,1,1000000,1377,1576,0,1,0,0,0,1,19,0
264,6,4,1000000,1392,1590,0,1,0,0,0,1,55,0
265,6,9,1000000,1395,1593,0,1,0,0,0,1,74,0
266,1,7,1000000,1398,1598,0,1,0,0,0,1,24,0
267,6,5,1000000,1399,1598,0,1,0,0,0,1,63,0
268,8,0,1000000,1410,1609,0,1,0,0,0,1,15,0
269,3,8,1000000,1414,1612,0,1,0,0,0,1,48,0
270,0,2,1000000,1418,1618,0,1,0,0,0,1,2,0
271,4,0,1000000,1420,1617,0,1,0,0,0,1,7,0
272,3,9,1000000,1422,1622,0,1,0,0,0,1,50,0
273,6,8,1000000,1439,1639,0,1,0,0,0,1,72,0
274,9,3,1000000,1441,1640,0,1,0,0,0,1,51,0
275,2,0,1000000,1443,1642,0,1,0,0,0,1,3,0
276,6,7,1000000,1452,1651,0,1,0,0,0,1,70,0
277,6,2,1000000,1474,1673,0,1,0,0,0,1,37,0
278,9,6,1000000,1474,1672,0,1,0,0,0,1,75,0
279,8,1,1000000,1482,1682,0,1,0,0,0,1,27,0
280,9,5,1000000,1486,1684,0,1,0,0,0,1,69,0
281,8,2,1000000,1487,1687,0,1,0,0,0,1,41,0
282,5,4,1000000,1487,1686,0,1,0,0,0,1,53,0
283,3,7,1000000,1489,1688,0,1,0,0,0,1,46,0
284,6,0,1000000,1490,1689,0,1,0,0,0,1,11,0
285,7,9,1000000,1493,1692,0,1,0,0,0,1,78,0
286,4,3,1000000,1499,1893,0,1,0,0,0,1,7-4,0
287,9,2,1000000,1504,1704,0,1,0,0,0,1,43,0
288,1,5,1000000,1506,1905,0,1,0,0,0,1,1-8,0
289,5,0,1000000,1513,1711,0,1,0,0,0,1,9,0
290,5,2,1000000,1517,1716,0,1,0,0,0,1,35,0
291,2,7,1000000,1536,1736,0,1,0,0,0,1,38,0
292,3,5,1000000,1543,1937,0,1,0,0,0,1,5-8,0
293,4,9,1000000,1544,1744,0,1,0,0,0,1,60,0
294,1,0,1000000,1552,1754,0,1,0,0,0,1,1,0
295,9,8,1000000,1554,1753,0,1,0,0,0,1,81,0
296,0,3,1000000,1559,1757,0,1,0,0,0,1,4,0
297,0,8,1000000,1564,1763,0,1,0,0,0,1,14,0
298,0,4,1000000,1569,1768,0,1,0,0,0,1,6,0
299,5,7,1000000,1569,1765,0,1,0,0,0,1,64,0
300,1,7,1000000,1580,1778,0,1,0,0,0,1,24,0
301,1,9,1000000,1582,1780,0,1,0,0,0,1,28,0
302,5,3,1000000,1587,1988,0,1,0,0,0,1,9-4,0
303,8,7,1000000,1592,1791,0,1,0,0,0,1,77,0
304,7,8,1000000,1596,1794,0,1,0,0,0,1,76,0
305,6,1,1000000,1598,1795,0,1,0,0,0,1,23,0
306,7,0,1000000,1603,1802,0,1,0,0,0,1,13,0
307,1,4,1000000,1609,2006,0,1,0,0,0,1,1-6,0
308,9,7,1000000,1611,1809,0,1,0,0,0,1,79,0
309,7,1,1000000,1620,1820,0,1,0,0,0,1,25,0
310,2,0,1000000,1625,1822,0,1,0,0,0,1,3,0
311,2,3,1000000,1626,1824,0,1,0,0,0,1,30,0
312,7,2,1000000,1627,1827,0,1,0,0,0,1,39,0
313,3,0,1000000,1630,1823,0,1,0,0,0,1,5,0
314,6,8,1000000,1637,1838,0,1,0,0,0,1,72,0
315,3,8,1000000,1639,1838,0,1,0,0,0,1,48,0
316,2,1,1000000,1642,1841,0,1,0,0,0,1,19,0
317,6,5,1000000,1647,1846,0,1,0,0,0,1,63,0
318,0,9,1000000,1647,1847,0,1,0,0,0,1,16,0
319,7,5,1000000,1648,1845,0,1,0,0,0,1,65,0
320,6,4,1000000,1649,1850,0,1,0,0,0,1,55,0
321,8,5,1000000,1652,1851,0,1,0,0,0,1,67,0
322,3,4,1000000,1653,2055,0,1,0,0,0,1,5-6,0
323,4,7,1000000,1653,1854,0,1,0,0,0,1,56,0
324,4,3,1000000,1659,2056,0,1,0,0,0,1,7-4,0
325,6,2,1000000,1660,1858,0,1,0,0,0,1,37,0
326,8,1,1000000,1663,1861,0,1,0,0,0,1,27,0
327,7,3,1000000,1678,1876,0,1,0,0,0,1,47,0
328,9,6,1000000,1688,1888,0,1,0,0,0,1,75,0
329,6,0,1000000,1690,1890,0,1,0,0,0,1,11,0
330,8,2,1000000,1701,1898,0,1,0,0,0,1,41,0
331,1,5,1000000,1701,2101,0,1,0,0,0,1,1-8,0
332,0,7,1000000,1704,1905,0,1,0,0,0,1,12,0
333,9,5,1000000,1721,1920,0,1,0,0,0,1,69,0
334,4,0,1000000,1728,1926,0,1,0,0,0,1,7,0
335,9,1,1000000,1731,1928,0,1,0,0,0,1,29,0
336,4,1,1000000,1732,2131,0,1,0,0,0,1,7-0,0
337,0,5,1000000,1734,1931,0,1,0,0,0,1,8,0
338,7,9,1000000,1738,1938,0,1,0,0,0,1,78,0
339,2,6,1000000,1741,1936,0,1,0,0,0,1,36,0
340,9,3,1000000,1753,1952,0,1,0,0,0,1,51,0
341,5,4,1000000,1761,1961,0,1,0,0,0,1,53,0
342,5,0,1000000,1761,1959,0,1,0,0,0,1,9,0
343,9,2,1000000,1762,1960,0,1,0,0,0,1,43,0
344,5,8,1000000,1763,1962,0,1,0,0,0,1,66,0
345,6,7,1000000,1765,1964,0,1,0,0,0,1,70,0
346,5,2,1000000,1765,1961,0,1,0,0,0,1,35,0
347,1,7,1000000,1768,1965,0,1,0,0,0,1,24,0
348,2,9,1000000,1784,1984,0,1,0,0,0,1,42,0
349,9,8,1000000,1790,1990,0,1,0,0,0,1,81,0
350,2,8,1000000,1796,1993,0,1,0,0,0,1,40,0
351,2,0,1000000,1801,2000,0,1,0,0,0,1,3,0
352,0,8,1000000,1803,2002,0,1,0,0,0,1,14,0
353,6,9,1000000,1813,2012,0,1,0,0,0,1,74,0
354,5,7,1000000,1813,2012,0,1,0,0,0,1,64,0
355,4,9,1000000,1814,2014,0,1,0,0,0,1,60,0
356,4,3,1000000,1817,2210,0,1,0,0,0,1,7-4,0
357,8,1,1000000,1831,2031,0,1,1,0,0,2,27,0
358,7,0,1000000,1837,2035,0,1,0,0,0,1,13,0
359,5,1,1000000,1842,2240,0,1,0,0,0,1,9-0,0
360,3,1,1000000,1845,2048,0,1,0,0,0,1,21,0
361,1,0,1000000,1850,2049,0,1,0,0,0,1,1,0
362,6,8,1000000,1860,2058,0,1,0,0,0,1,72,0
363,1,3,1000000,1866,2064,0,1,0,0,0,1,20,0
364,6,2,1000000,1867,2063,0,1,0,0,0,1,37,0
365,6,5,1000000,1871,2068,0,1,0,0,0,1,63,0
366,3,8,1000000,1871,2070,0,1,0,0,0,1,48,0
367,8,0,1000000,1882,2080,0,1,0,0,0,1,15,0
368,2,1,1000000,1885,2084,0,1,1,0,0,2,19,0
369,7,8,1000000,1885,2084,0,1,0,0,0,1,76,0
370,7,2,1000000,1888,2086,0,1,0,0,0,1,39,0
371,6,1,1000000,1891,2090,0,1,0,0,0,1,23,0
372,2,3,1000000,1899,2096,0,1,0,0,0,1,30,0
373,6,0,1000000,1903,2102,0,1,1,0,0,2,11,0
374,5,3,1000000,1904,2304,0,1,0,0,0,1,9-4,0
375,1,5,1000000,1904,2302,0,1,0,0,0,1,1-8,0
376,9,6,1000000,1904,2101,0,1,0,0,0,1,75,0
377,6,4,1000000,1909,2110,0,1,0,0,0,1,55,0
378,5,9,1000000,1912,2108,0,1,0,0,0,1,68,0
379,1,4,1000000,1917,2313,0,1,0,0,0,1,1-6,0
380,4,5,1000000,1917,2115,0,1,0,0,0,1,52,0
381,1,9,1000000,1923,2121,0,1,0,0,0,1,28,0
382,8,5,1000000,1927,2127,0,1,0,0,0,1,67,0
383,3,9,1000000,1930,2129,0,1,0,0,0,1,50,0
384,7,6,1000000,1934,2131,0,1,0,0,0,1,71,0
385,8,2,1000000,1942,2140,0,1,0,0,0,1,41,0
386,0,4,1000000,1945,2142,0,1,0,0,0,1,6,0
387,2,0,1000000,1956,2155,0,1,0,0,0,1,3,0
388,1,7,1000000,1962,2162,0,1,0,0,0,1,24,0
389,0,9,1000000,1965,2166,0,1,0,0,0,1,16,0
390,9,5,1000000,1967,2164,0,1,0,0,0,1,69,0
391,4,7,1000000,1972,2171,0,1,0,0,0,1,56,0
392,4,3,1000000,1983,2582,0,1,2,0,0,3,7-4,0
393,4,0,1000000,1983,2182,0,1,0,0,0,1,7,0
394,7,9,1000000,1999,2195,0,1,0,0,0,1,78,0
395,5,4,1000000,1999,2197,0,1,0,0,0,1,53,0
396,2,7,1000000,2000,2198,0,1,0,0,0,1,38,0
397,9,2,1000000,2001,2202,0,1,0,0,0,1,43,0
398,8,1,1000000,2006,2205,0,1,0,0,0,1,27,0
399,6,7,1000000,2015,2211,0,1,0,0,0,1,70,0
400,7,4,1000000,2017,2217,0,1,0,0,0,1,57,0
401,3,7,1000000,2017,2217,0,1,0,0,0,1,46,0
402,0,8,1000000,2023,2222,0,1,0,0,0,1,14,0
403,9,8,1000000,2024,2225,0,1,1,0,0,2,81,0
404,5,0,1000000,2025,2225,0,1,0,0,0,1,9,0
405,1,2,1000000,2033,2234,0,1,0,0,0,1,18,0
406,5,7,1000000,2034,2232,0,1,0,0,0,1,64,0
407,5,2,1000000,2038,2238,0,1,0,0,0,1,35,0
408,3,0,1000000,2045,2246,0,1,0,0,0,1,5,0
409,3,5,1000000,2064,2462,0,1,0,0,0,1,5-8,0
410,6,2,1000000,2069,2268,0,1,0,0,0,1,37,0
411,9,3,1000000,2074,2275,0,1,0,0,0,1,51,0
412,4,6,1000000,2081,2279,0,1,0,0,0,1,54,0
413,4,9,1000000,2083,2285,0,1,0,0,0,1,60,0
414,6,8,1000000,2089,2289,0,1,1,0,0,2,72,0
415,7,0,1000000,2093,2291,0,1,0,0,0,1,13,0
416,1,5,1000000,2098,2493,0,1,0,0,0,1,1-8,0
417,6,5,1000000,2099,2296,0,1,0,0,0,1,63,0
418,8,3,1000000,2104,2302,0,1,0,0,0,1,49,0
419,7,3,1000000,2108,2305,0,1,0,0,0,1,47,0
420,3,8,1000000,2109,2309,0,1,0,0,0,1,48,0
421,6,0,1000000,2111,2309,0,1,0,0,0,1,11,0
422,3,2,1000000,2111,2312,0,1,0,0,0,1,31,0
423,0,3,1000000,2111,2311,0,1,1,0,0,2,4,0
424,9,6,1000000,2119,2318,0,1,0,0,0,1,75,0
425,0,2,1000000,2132,2330,0,1,0,0,0,1,2,0
426,7,1,1000000,2135,2333,0,1,0,0,0,1,25,0
427,2,1,1000000,2146,2344,0,1,0,0,0,1,19,0
428,2,3,1000000,2147,2348,0,1,0,0,0,1,30,0
429,1,8,1000000,2148,2347,0,1,0,0,0,1,26,0
430,4,3,1000000,2149,2547,0,1,0,0,0,1,7-4,0
431,1,7,1000000,2155,2353,0,1,1,0,0,2,24,0
432,2,0,1000000,2156,2353,0,1,1,0,0,2,3,0
433,1,0,1000000,2157,2354,0,1,0,0,0,1,1,0
434,7,2,1000000,2165,2365,0,1,0,0,0,1,39,0
435,8,2,1000000,2169,2368,0,1,0,0,0,1,41,0
436,9,1,1000000,2178,2377,0,1,0,0,0,1,29,0
437,9,7,1000000,2180,2381,0,1,0,0,0,1,79,0
438,6,4,1000000,2181,2379,0,1,0,0,0,1,55,0
439,7,8,1000000,2188,2388,0,1,0,0,0,1,76,0
