id,edge1_id,edge2_id,node1_id,node2_id,capacity
390,780,781,51,65,19277883
391,782,783,51,81,18944104
392,784,785,51,87,18473451
393,786,787,51,89,18171518
394,788,789,51,95,17879709
395,790,791,52,54,16526659
396,792,793,52,63,17373183
397,794,795,52,71,17990951
398,796,797,52,78,18069710
399,798,799,52,88,15713239
400,800,801,52,92,16715098
401,802,803,53,57,20233393
402,804,805,53,98,19735683
403,806,807,54,57,18339686
404,808,809,54,58,19314699
405,810,811,54,59,16472727
406,812,813,54,60,20676069
407,814,815,54,61,17389482
408,816,817,54,64,19273032
409,818,819,54,78,22590315
410,820,821,54,84,17578379
411,822,823,54,95,18693987
412,824,825,54,99,22461060
413,826,827,55,78,19127173
414,828,829,55,93,20247920
415,830,831,55,97,17867388
416,832,833,56,70,14810329
417,834,835,56,73,21220826
418,836,837,56,74,19894819
419,838,839,57,82,16226044
420,840,841,57,89,13623788
421,842,843,58,59,22183595
422,844,845,58,63,18410741
423,846,847,58,83,20248744
424,848,849,58,89,17654942
425,850,851,58,98,18229447
426,852,853,59,66,18319765
427,854,855,59,68,17382826
428,856,857,59,71,19195059
429,858,859,59,79,14906735
430,860,861,59,91,19031009
431,862,863,60,65,17959284
432,864,865,61,69,19398755
433,866,867,61,73,20116044
434,868,869,61,89,16349412
435,870,871,61,94,19543996
436,872,873,61,95,16686303
437,874,875,61,96,16990917
438,876,877,62,84,15694516
439,878,879,62,88,17554136
440,880,881,63,72,17610866
441,882,883,63,75,18905560
442,884,885,63,82,15688911
443,886,887,63,87,19880376
444,888,889,63,95,19436979
445,890,891,64,94,17734513
446,892,893,64,98,16242634
447,894,895,65,66,17509556
448,896,897,65,69,16214148
449,898,899,65,74,17481804
450,900,901,65,89,17350943
451,902,903,65,96,18052593
452,904,905,66,88,20471335
453,906,907,66,95,17725807
454,908,909,66,96,18028865
455,910,911,67,68,16126490
456,912,913,67,69,21375396
457,914,915,67,75,18195624
458,916,917,67,81,18861416
459,918,919,67,87,19964177
460,920,921,67,91,19184677
461,922,923,68,75,14077852
462,924,925,68,85,16976774
463,926,927,68,89,14364335
464,928,929,68,97,18084261
465,930,931,69,71,16290526
466,932,933,69,93,18958136
467,934,935,69,94,17393020
468,936,937,69,98,17943614
469,938,939,69,99,18870562
470,940,941,70,89,13955799
471,942,943,70,90,16603940
472,944,945,71,79,16451798
473,946,947,71,80,18228576
474,948,949,72,82,19325389
475,950,951,73,74,17556725
476,952,953,73,82,17578821
477,954,955,74,80,18898306
478,956,957,74,81,15691716
479,958,959,74,83,17090313
480,960,961,74,99,19320246
481,962,963,75,92,14493353
482,964,965,75,97,21205392
483,966,967,76,92,15460948
484,968,969,76,96,18798150
485,970,971,77,81,19201044
486,972,973,77,91,16784318
487,974,975,78,95,19825145
488,976,977,78,98,19419564
489,978,979,79,81,19194661
490,980,981,79,84,21679123
491,982,983,79,97,16032782
492,984,985,80,82,19961722
493,986,987,80,94,17624807
494,988,989,81,89,18059062
495,990,991,81,92,16045138
496,992,993,82,87,20439935
497,994,995,83,86,19427782
498,996,997,83,93,20640391
499,998,999,83,94,15057429
500,1000,1001,84,87,16946615
501,1002,1003,84,95,18395027
502,1004,1005,84,99,17642937
503,1006,1007,85,86,19741741
504,1008,1009,86,88,16829545
505,1010,1011,90,94,19951823
506,1012,1013,93,98,20246458
507,1014,1015,94,98,17591343
